"ID","Name","Supertype","Subtypes","HP","Types","RetreatCost","Rarity","Attacks"
"ecard1-14","Golem","Pokemon","Stage 2","100","Fighting","4","Rare Holo","Rock Tumble: Cost=[], Damage=60, Text=Don't apply Resistance."
"ecard1-15","Kingler","Pokemon","Stage 1","80","Water","2","Rare Holo","Bubble: Cost=[], Damage=10, Text=Flip a coin. If heads, the Defending Pokemon is now Paralyzed. | Giant Claw: Cost=[], Damage=70, Text=Flip a coin. If tails, this attack does nothing."
"ecard1-16","Machamp","Pokemon","Stage 2","120","Fighting","2","Rare Holo","Iron Fist: Cost=[], Damage=50+, Text=Count the number of Pokemon you have in play with damage counters on them. Flip a coin. If heads, this attack does 50 damage plus 10 more damage for each of those Pokemon."
"ecard1-17","Magby","Pokemon","Baby","30","Fire","1","Rare Holo","Energy Catch: Cost=[], Damage=, Text=Flip a coin. If heads, put a basic Energy card from your discard pile into your hand."
"ecard1-18","Meganium","Pokemon","Stage 2","100","Grass","2","Rare Holo","Poisonpowder: Cost=[], Damage=40, Text=The Defending Pokemon is now Poisoned."
"ecard1-19","Mew","Pokemon","Basic","50","Psychic","1","Rare Holo","Super Psywave: Cost=[], Damage=, Text=Choose 1 of your opponent's Pokemon. Count the number of Energy cards attached to that Pokemon. Put that many damage counters on the Pokemon."
"ecard1-20","Mewtwo","Pokemon","Basic","70","Psychic","2","Rare Holo","Hypnosis: Cost=[], Damage=, Text=Flip a coin. If heads, the Defending Pokemon is now Asleep. | Psychic: Cost=[], Damage=20+, Text=This attack does 20 damage plus 10 more damage for each Energy card attached to the Defending Pokemon."
"ecard1-21","Ninetales","Pokemon","Stage 1","80","Fire","1","Rare Holo","Mislead: Cost=[], Damage=, Text=Flip 2 coins. If either of them is heads, the Defending Pokemon is now Confused. | Ethereal Flame: Cost=[], Damage=, Text=Discard all Fire Energy cards attached to Ninetales. This attack does 30 damage plus 20 more damage for each card discarded this way."
"ecard1-22","Pichu","Pokemon","Baby","30","Lightning","1","Rare Holo","Energy Patch: Cost=[], Damage=, Text=Take a basic Energy card attached to 1 of your Pokemon and attach it to another of your Pokemon."
"ecard1-23","Pidgeot","Pokemon","Stage 2","80","Colorless","","Rare Holo","Sharp Beak: Cost=[], Damage=20+, Text=Flip a coin. If heads, this attack does 20 damage plus 30 more damage."
"ecard1-24","Poliwrath","Pokemon","Stage 2","100","Water","2","Rare Holo","Water Punch: Cost=[], Damage=40+, Text=Flip a number of coins equal to the amount of Water Energy attached to Poliwrath. This attack does 40 damage plus 10 more damage for each heads."
"ecard1-25","Raichu","Pokemon","Stage 1","80","Lightning","1","Rare Holo","Plasma: Cost=[], Damage=10, Text=If there are any Lightning Energy cards in your discard pile, flip a coin. If heads, attach 1 of them to Raichu. | Shock Bolt: Cost=[], Damage=60, Text=Discard all Lightning Energy cards attached to Raichu or this attack does nothing."
"ecard1-26","Rapidash","Pokemon","Stage 1","70","Fire","","Rare Holo","Overrun: Cost=[], Damage=20, Text=If your opponent has any Benched Pokemon, flip a coin. If heads, choose 1 of them and this attack does 10 damage to it. (Don't apply Weakness and Resistance for Benched Pokemon.) | Flame Tail: Cost=[], Damage=40, Text="
"ecard1-27","Skarmory","Pokemon","Basic","60","Metal","2","Rare Holo","Steel Beak: Cost=[], Damage=20+, Text=Flip a coin. If heads, this attack does 20 damage plus 10 more damage. | Air Cutter: Cost=[], Damage=50, Text=Flip a coin. If tails, this attack does nothing."
"ecard1-28","Typhlosion","Pokemon","Stage 2","100","Fire","2","Rare Holo","Super Singe: Cost=[], Damage=50, Text=Flip a coin. If heads, the Defending Pokemon is now Burned."
"ecard1-29","Tyranitar","Pokemon","Stage 2","120","Darkness","4","Rare Holo","Stamp: Cost=[], Damage=50+, Text=Flip a coin. If heads, this attack does 50 damage plus 10 more damage and does 10 damage to each of your opponent's Benched Pokemon, if any. (Don't apply Weakness and Resistance for Benched Pokemon.)"
"ecard1-30","Venusaur","Pokemon","Stage 2","100","Grass","2","Rare Holo","Body Slam: Cost=[], Damage=40, Text=Flip a coin. If heads, the Defending Pokemon is now Paralyzed."
"ecard1-31","Vileplume","Pokemon","Stage 2","90","Grass","2","Rare Holo","Petal Dance: Cost=[], Damage=30×, Text=Flip 3 coins. This attack does 30 damage times the number of heads. Vileplume is now Confused."
"ecard1-32","Weezing","Pokemon","Stage 1","80","Grass","2","Rare Holo","Foul Gas: Cost=[], Damage=, Text=Flip a coin. If heads, the Defending Pokemon is now Poisoned. If tails, the Defending Pokemon is now Confused. | Misfire: Cost=[], Damage=60, Text=Flip a coin. If tails, put 6 damage counters on Weezing."
"ecard1-33","Alakazam","Pokemon","Stage 2","100","Psychic","2","Rare","Syncroblast: Cost=[], Damage=80, Text=If Alakazam and the Defending Pokemon don't have the same number of Energy cards attached to them, this attack's base damage is 20 instead of 80."
"ecard1-34","Ampharos","Pokemon","Stage 2","100","Lightning","2","Rare","Lightning Strike: Cost=[], Damage=40, Text=You may discard all Lightning Energy cards attached to Ampharos. If you do, this attack's base damage is 80 instead of 40."
"ecard1-35","Arbok","Pokemon","Stage 1","70","Grass","1","Rare","Poison Spray: Cost=[], Damage=, Text=The Defending Pokemon is now Poisoned. | Poison Reaction: Cost=[], Damage=20+, Text=If the Defending Pokemon is Poisoned, this attack does 20 damage plus 20 more damage."
"ecard1-36","Blastoise","Pokemon","Stage 2","100","Water","2","Rare","Bubble: Cost=[], Damage=20, Text=Flip a coin. If heads, the Defending Pokemon is now Paralyzed. | Double Cannon: Cost=[], Damage=40×, Text=Flip 2 coins. This attack does 40 damage times the number of heads."
"ecard1-37","Blastoise","Pokemon","Stage 2","100","Water","2","Rare","Energy Cannon: Cost=[], Damage=40+, Text=Does 40 damage plus 10 more damage for each Energy attached to Blastoise but not used to pay for this attack's Energy Cost. You can't add more than 20 damage in this way."
"ecard1-38","Butterfree","Pokemon","Stage 2","80","Grass","","Rare","Spiral Drain: Cost=[], Damage=40, Text=Flip a coin. If heads, remove 2 damage counters from Butterfree."
"ecard1-39","Charizard","Pokemon","Stage 2","100","Fire","2","Rare","Tail Smash: Cost=[], Damage=40, Text=Flip a coin. If tails, this attack does nothing. | Flamethrower: Cost=[], Damage=60, Text=Discard 1 Fire Energy card attached to Charizard."
"ecard1-40","Charizard","Pokemon","Stage 2","120","Fire","3","Rare","Scorching Whirlwind: Cost=[], Damage=120, Text=Flip 2 coins. If 1 of them is tails, discard 2 Energy cards attached to Charizard. If both are tails, discard all Energy cards attached to Charizard."
"ecard1-41","Clefable","Pokemon","Stage 1","70","Colorless","1","Rare","Doubleslap: Cost=[], Damage=20×, Text=Flip 2 coins. This attack does 20 times the number of heads."
"ecard1-42","Cloyster","Pokemon","Stage 1","80","Water","2","Rare","Lick: Cost=[], Damage=10, Text=Flip a coin. If heads, the Defending Pokemon is now Paralyzed. | Auto Fire: Cost=[], Damage=20×, Text=Flip 4 coins. This attack does 20 damage times the number of heads."
"ecard1-43","Dragonite","Pokemon","Stage 2","100","Colorless","2","Rare","Dragon Tail: Cost=[], Damage=40×, Text=Flip 2 coins. This attack does 40 damage times the number of heads."
"ecard1-44","Dugtrio","Pokemon","Stage 1","70","Fighting","1","Rare","Mud Slap: Cost=[], Damage=20, Text= | Magnitude: Cost=[], Damage=40, Text=Does 10 damage to each Benched Pokemon (yours and your opponent's). (Don't apply Weakness and Resistance for Benched Pokemon.)"
"ecard1-45","Fearow","Pokemon","Stage 1","70","Colorless","","Rare","Clutch: Cost=[], Damage=20, Text=The Defending Pokemon can't retreat during your opponent's next turn. | Supersonic Flight: Cost=[], Damage=50, Text=Flip a coin. If tails, this attack does nothing."
"ecard1-46","Feraligatr","Pokemon","Stage 2","100","Water","2","Rare","Slash: Cost=[], Damage=20, Text= | Double Claw: Cost=[], Damage=30+, Text=Flip 2 coins. This attack does 30 damage plus 20 more damage for each heads."
"ecard1-47","Feraligatr","Pokemon","Stage 2","120","Water","3","Rare","Rending Jaws: Cost=[], Damage=70, Text=If here are no damage counters on the Defending Pokemon, this attack's base damage is 40 instead of 70."
"ecard1-48","Gengar","Pokemon","Stage 2","90","Psychic","1","Rare","Hide in Shadows: Cost=[], Damage=40, Text=Switch Gengar with 1 of your Benched Pokemon, if any."
"ecard1-49","Golem","Pokemon","Stage 2","100","Fighting","4","Rare","Rock Tumble: Cost=[], Damage=60, Text=Don't apply Resistance."
"ecard1-50","Kingler","Pokemon","Stage 1","80","Water","2","Rare","Bubble: Cost=[], Damage=10, Text=Flip a coin. If heads, the Defending Pokemon is now Paralyzed. | Giant Claw: Cost=[], Damage=70, Text=Flip a coin. If tails, this attack does nothing."
"ecard1-51","Machamp","Pokemon","Stage 2","120","Fighting","2","Rare","Iron Fist: Cost=[], Damage=50+, Text=Count the number of Pokemon you have in play with damage counters on them. Flip a coin. If heads, this attack does 50 damage plus 10 more damage for each of those Pokemon."
"ecard1-52","Magby","Pokemon","Baby","30","Fire","1","Rare","Energy Catch: Cost=[], Damage=, Text=Flip a coin. If heads, put a basic Energy card from your discard pile into your hand."
"ecard1-53","Meganium","Pokemon","Stage 2","100","Grass","3","Rare","Sleep Powder: Cost=[], Damage=20, Text=The Defending Pokemon is now Asleep. | Solarbeam: Cost=[], Damage=50, Text="
"ecard1-54","Meganium","Pokemon","Stage 2","100","Grass","2","Rare","Poisonpowder: Cost=[], Damage=40, Text=The Defending Pokemon is now Poisoned."
"ecard1-55","Mew","Pokemon","Basic","50","Psychic","1","Rare","Super Psywave: Cost=[], Damage=, Text=Choose 1 of your opponent's Pokemon. Count the number of Energy cards attached to that Pokemon. Put that many damage counters on the Pokemon."
"ecard1-56","Mewtwo","Pokemon","Basic","70","Psychic","2","Rare","Hypnosis: Cost=[], Damage=, Text=Flip a coin. If heads, the Defending Pokemon is now Asleep. | Psychic: Cost=[], Damage=20+, Text=This attack does 20 damage plus 10 more damage for each Energy card attached to the Defending Pokemon."
"ecard1-57","Ninetales","Pokemon","Stage 1","80","Fire","1","Rare","Mislead: Cost=[], Damage=, Text=Flip 2 coins. If either of them is heads, the Defending Pokemon is now Confused. | Ethereal Flame: Cost=[], Damage=, Text=Discard all Fire Energy cards attached to Ninetales. This attack does 30 damage plus 20 more damage for each card discarded this way."
"ecard1-58","Pichu","Pokemon","Baby","30","Lightning","1","Rare","Energy Patch: Cost=[], Damage=, Text=Take a basic Energy card attached to 1 of your Pokemon and attach it to another of your Pokemon."
"ecard1-59","Pidgeot","Pokemon","Stage 2","80","Colorless","","Rare","Sharp Beak: Cost=[], Damage=20+, Text=Flip a coin. If heads, this attack does 20 damage plus 30 more damage."
"ecard1-60","Poliwrath","Pokemon","Stage 2","100","Water","2","Rare","Water Punch: Cost=[], Damage=40+, Text=Flip a number of coins equal to the amount of Water Energy attached to Poliwrath. This attack does 40 damage plus 10 more damage for each heads."
"ecard1-61","Raichu","Pokemon","Stage 1","80","Lightning","1","Rare","Plasma: Cost=[], Damage=10, Text=If there are any Lightning Energy cards in your discard pile, flip a coin. If heads, attach 1 of them to Raichu. | Shock Bolt: Cost=[], Damage=60, Text=Discard all Lightning Energy cards attached to Raichu or this attack does nothing."
"ecard1-62","Rapidash","Pokemon","Stage 1","70","Fire","","Rare","Overrun: Cost=[], Damage=20, Text=If your opponent has any Benched Pokemon, flip a coin. If heads, choose 1 of them and this attack does 10 damage to it. (Don't apply Weakness and Resistance for Benched Pokemon.) | Flame Tail: Cost=[], Damage=40, Text="
"ecard1-63","Skarmory","Pokemon","Basic","60","Metal","2","Rare","Steel Beak: Cost=[], Damage=20+, Text=Flip a coin. If heads, this attack does 20 damage plus 10 more damage. | Air Cutter: Cost=[], Damage=50, Text=Flip a coin. If tails, this attack does nothing."
"ecard1-64","Typhlosion","Pokemon","Stage 2","100","Fire","2","Rare","Quick Attack: Cost=[], Damage=10+, Text=Flip a coin. If heads, this attack does 10 damage plus 20 more damage. | Thermal Blast: Cost=[], Damage=40, Text=Flip a coin. If heads, this attack does 10 damage to each of your opponent's Benched Pokemon, if any. (Don't apply Weakness and Resistance for Benched Pokemon.)"
"ecard1-65","Typhlosion","Pokemon","Stage 2","100","Fire","2","Rare","Super Singe: Cost=[], Damage=50, Text=Flip a coin. If heads, the Defending Pokemon is now Burned."
"ecard1-66","Tyranitar","Pokemon","Stage 2","120","Darkness","4","Rare","Stamp: Cost=[], Damage=50+, Text=Flip a coin. If heads, this attack does 50 damage plus 10 more damage and does 10 damage to each of your opponent's Benched Pokemon, if any. (Don't apply Weakness and Resistance for Benched Pokemon.)"
"ecard1-67","Venusaur","Pokemon","Stage 2","100","Grass","2","Rare","Leech Seed: Cost=[], Damage=20, Text=If this attack damages the Defending Pokemon (after applying Weakness and Resistance), remove 1 damage counter from Venusaur, if it has any. | Fury Strikes: Cost=[], Damage=30×, Text=Flip 3 coins. This attack does 30 damage times the number of heads."
"ecard1-68","Venusaur","Pokemon","Stage 2","100","Grass","2","Rare","Body Slam: Cost=[], Damage=40, Text=Flip a coin. If heads, the Defending Pokemon is now Paralyzed."
"ecard1-69","Vileplume","Pokemon","Stage 2","90","Grass","2","Rare","Petal Dance: Cost=[], Damage=30×, Text=Flip 3 coins. This attack does 30 damage times the number of heads. Vileplume is now Confused."
"ecard1-70","Weezing","Pokemon","Stage 1","80","Grass","2","Rare","Foul Gas: Cost=[], Damage=, Text=Flip a coin. If heads, the Defending Pokemon is now Poisoned. If tails, the Defending Pokemon is now Confused. | Misfire: Cost=[], Damage=60, Text=Flip a coin. If tails, put 6 damage counters on Weezing."
"ecard1-71","Bayleef","Pokemon","Stage 1","70","Grass","1","Uncommon","Mysterious Powder: Cost=[], Damage=, Text=Flip a coin. If heads, the Defending Pokemon is now Confused. | Razor Leaf: Cost=[], Damage=30, Text="
"ecard1-72","Chansey","Pokemon","Basic","90","Colorless","2","Uncommon","Bind Wound: Cost=[], Damage=, Text=Flip a coin. If heads, remove 2 damage counters from 1 of your Pokemon (1 if it has only 1). | Dogpile: Cost=[], Damage=10×, Text=Count the number of Pokemon on your Bench. This attack does 10 times that number of damage to the Defending Pokemon, and Chansey does 10 times that number of damage to itself."
"ecard1-73","Charmeleon","Pokemon","Stage 1","80","Fire","1","Uncommon","Double Scratch: Cost=[], Damage=20×, Text=Flip 2 coins. This attack does 20 damage times the number of heads. | Flamethrower: Cost=[], Damage=50, Text=Discard 1 Fire Energy card attached to Charmeleon."
"ecard1-74","Croconaw","Pokemon","Stage 1","80","Water","1","Uncommon","Tackle: Cost=[], Damage=20, Text= | Take Down: Cost=[], Damage=40, Text=Croconaw does 10 damage to itself."
"ecard1-75","Dragonair","Pokemon","Stage 1","70","Colorless","2","Uncommon","Spiral Wave: Cost=[], Damage=20×, Text=Flip a coin until you get tails. This attack does 20 damage times the number of heads."
"ecard1-76","Electabuzz","Pokemon","Basic","60","Lightning","2","Uncommon","Energy Draw: Cost=[], Damage=, Text=Search your deck for a basic Energy card and attach it to Electabuzz. Shuffle your deck afterward. | Reflect Energy: Cost=[], Damage=20, Text=If you have any Benched Pokemon and if there are any basic Energy cards attached to Electabuzz, take 1 of those Energy cards and attach it to 1 of those Pokemon."
"ecard1-77","Flaaffy","Pokemon","Stage 1","80","Lightning","1","Uncommon","Headbutt: Cost=[], Damage=20, Text= | Thunder Jolt: Cost=[], Damage=50, Text=Flip a coin. If tails, Flaaffy does 20 damage to itself."
"ecard1-78","Gloom","Pokemon","Stage 1","70","Grass","1","Uncommon","Razor Leaf: Cost=[], Damage=20, Text= | Foul Odor: Cost=[], Damage=30, Text=Both the Defending Pokemon and Gloom are now Confused (after doing damage)."
"ecard1-79","Graveler","Pokemon","Stage 1","80","Fighting","3","Uncommon","Rock Hurl: Cost=[], Damage=20, Text=Don't apply Resistance. | Rock Slide: Cost=[], Damage=30, Text=Choose 2 of your opponent's Benched Pokemon (1 if he or she has only 1). This attack does 10 damage to each of those Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.)"
"ecard1-80","Haunter","Pokemon","Stage 1","70","Psychic","1","Uncommon","Nightmare: Cost=[], Damage=20, Text=The Defending Pokemon is now Asleep. | Dream Eater: Cost=[], Damage=50, Text=If the Defending Pokemon isn't Asleep, this attack does nothing."
"ecard1-81","Hitmonlee","Pokemon","Basic","60","Fighting","2","Uncommon","Smash Kick: Cost=[], Damage=10, Text= | Stretch Kick: Cost=[], Damage=, Text=If your opponent has any Benched Pokemon, choose 1 of them and this attack does 30 damage to it. (Don't apply Weakness and Resistance for Benched Pokemon.)"
"ecard1-82","Ivysaur","Pokemon","Stage 1","80","Grass","1","Uncommon","Sleep Seed: Cost=[], Damage=20, Text=The Defending Pokemon is now Asleep. | Vine Whip: Cost=[], Damage=40, Text="
"ecard1-83","Jynx","Pokemon","Basic","60","Water","1","Uncommon","Ice Punch: Cost=[], Damage=10, Text=Flip a coin. If heads, the Defending Pokemon is now Paralyzed. | Powder Snow: Cost=[], Damage=20, Text=The Defending Pokemon is now Asleep."
"ecard1-84","Kadabra","Pokemon","Stage 1","70","Psychic","1","Uncommon","Energy Recall: Cost=[], Damage=, Text=Attach 2 basic Energy cards from your discard pile to Kadabra (1 if you have only 1). | Confuse Ray: Cost=[], Damage=20, Text=Flip a coin. If heads, the Defending Pokemon is now Confused."
"ecard1-85","Machoke","Pokemon","Stage 1","80","Fighting","1","Uncommon","Punch: Cost=[], Damage=20, Text= | Mega Kick: Cost=[], Damage=50, Text="
"ecard1-86","Magmar","Pokemon","Basic","60","Fire","1","Uncommon","Flaming Punch: Cost=[], Damage=10, Text=Flip a coin. If heads, the Defending Pokemon is now Burned. | Thrash: Cost=[], Damage=30+, Text=Flip a coin. If heads this attack does 30 damage plus 10 more damage. If tails, Magmar does 10 damage to itself."
"ecard1-87","Metapod","Pokemon","Stage 1","60","Grass","2","Uncommon","Rollout: Cost=[], Damage=10, Text="
"ecard1-88","Pidgeotto","Pokemon","Stage 1","60","Colorless","","Uncommon","Whirlwind: Cost=[], Damage=20, Text=If your opponent has any Benched Pokemon, he or she chooses 1 of them and switches the Defending Pokemon with it. (Do the damage before switching the Pokemon.)"
"ecard1-89","Poliwhirl","Pokemon","Stage 1","70","Water","1","Uncommon","Punch: Cost=[], Damage=20, Text= | Bubblebeam: Cost=[], Damage=30, Text=Flip a coin. If heads, the Defending Pokemon is now Paralyzed."
"ecard1-90","Pupitar","Pokemon","Stage 1","70","Fighting","1","Uncommon","Headbutt: Cost=[], Damage=20, Text="
"ecard1-91","Quilava","Pokemon","Stage 1","70","Fire","1","Uncommon","Super Singe: Cost=[], Damage=20, Text=Flip a coin. If heads, the Defending Pokemon is now Burned. | Tackle: Cost=[], Damage=30, Text="
"ecard1-92","Wartortle","Pokemon","Stage 1","80","Water","1","Uncommon","Doubleslap: Cost=[], Damage=10×, Text=Flip 2 coins. This attack does 10 damage times the number of heads. | Giant Wave: Cost=[], Damage=40, Text=Wartortle can't attack during your next turn."
"ecard1-93","Abra","Pokemon","Basic","40","Psychic","1","Common","Scratch: Cost=[], Damage=10, Text= | Confuse Ray: Cost=[], Damage=, Text=Flip a coin. If heads, the Defending Pokemon is now Confused."
"ecard1-94","Bulbasaur","Pokemon","Basic","50","Grass","1","Common","Tackle: Cost=[], Damage=10, Text= | Poison Seed: Cost=[], Damage=10, Text=Flip a coin. If heads, the Defending Pokemon is now Poisoned."
"ecard1-95","Bulbasaur","Pokemon","Basic","40","Grass","1","Common","Sleep Seed: Cost=[], Damage=, Text=The Defending Pokemon is now Asleep. | Vine Whip: Cost=[], Damage=20, Text="
"ecard1-96","Caterpie","Pokemon","Basic","40","Grass","1","Common","Headbutt: Cost=[], Damage=10, Text= | Entagling Thread: Cost=[], Damage=10, Text=Flip a coin. If heads, the Defending Pokemon is now Paralyzed."
"ecard1-97","Charmander","Pokemon","Basic","50","Fire","1","Common","Tail Rap: Cost=[], Damage=10×, Text=Flip 2 coins. This attack does 10 damage times the number of heads. | Flare: Cost=[], Damage=20, Text="
"ecard1-98","Charmander","Pokemon","Basic","50","Fire","1","Common","Gnaw: Cost=[], Damage=10, Text= | Searing Flame: Cost=[], Damage=10, Text=Flip a coin. If heads, the Defending Pokemon is now Burned."
"ecard1-99","Chikorita","Pokemon","Basic","40","Grass","1","Common","Hypnotic Gaze: Cost=[], Damage=, Text=The Defending Pokemon is now Asleep. | Double Scratch: Cost=[], Damage=20×, Text=Flip 2 coins. This attack does 20 damage times the number of heads."
"ecard1-100","Chikorita","Pokemon","Basic","50","Grass","1","Common","Razor Leaf: Cost=[], Damage=10, Text= | Sleep Powder: Cost=[], Damage=10, Text=The Defending Pokemon is now Asleep."
"ecard1-101","Clefairy","Pokemon","Basic","50","Colorless","1","Common","Shining Fingers: Cost=[], Damage=, Text=The Defending Pokemon is now Asleep. | Slap: Cost=[], Damage=10, Text="
"ecard1-102","Corsola","Pokemon","Basic","60","Water","2","Common","Tackle: Cost=[], Damage=20, Text= | Spike Cannon: Cost=[], Damage=20×, Text=Flip 3 coins. This attack does 20 damage times the number of heads."
"ecard1-103","Cubone","Pokemon","Basic","40","Fighting","1","Common","Beat: Cost=[], Damage=10, Text= | Bone Smash: Cost=[], Damage=30, Text=Flip a coin. If tails, this attack does nothing."
"ecard1-104","Cyndaquil","Pokemon","Basic","40","Fire","1","Common","Singe: Cost=[], Damage=, Text=Flip a coin. If heads, the Defending Pokemon is now Burned. | Quick Attack: Cost=[], Damage=10+, Text=Flip a coin. If heads, this attack does 10 damage plus 20 more damage."
"ecard1-105","Cyndaquil","Pokemon","Basic","50","Fire","1","Common","Tackle: Cost=[], Damage=10, Text= | Ember: Cost=[], Damage=30, Text=Discard a Fire Energy card attached to Cyndaquil."
"ecard1-106","Diglett","Pokemon","Basic","40","Fighting","1","Common","Fury Headbutt: Cost=[], Damage=10×, Text=Flip 3 coins. This attack does 10 damage times the number of heads."
"ecard1-107","Dratini","Pokemon","Basic","40","Colorless","1","Common","Dragon Smash: Cost=[], Damage=40, Text=Flip a coin. If tails, this attack does nothing."
"ecard1-108","Ekans","Pokemon","Basic","50","Grass","1","Common","Poison Sting: Cost=[], Damage=10, Text=Flip a coin. If heads, the Defending Pokemon is now Poisoned."
"ecard1-109","Gastly","Pokemon","Basic","40","Psychic","1","Common","Bad Dream: Cost=[], Damage=, Text=Flip a coin. If heads, the Defending Pokemon is now Asleep. If tails, the Defending Pokemon is now Confused."
"ecard1-110","Geodude","Pokemon","Basic","50","Fighting","1","Common","Rock Hurl: Cost=[], Damage=10, Text=Don't apply Resistance."
"ecard1-111","Goldeen","Pokemon","Basic","50","Water","1","Common","Splash: Cost=[], Damage=10, Text="
"ecard1-112","Hoppip","Pokemon","Basic","40","Grass","1","Common","Sleep Powder: Cost=[], Damage=10, Text=The Defending Pokemon is now Asleep."
"ecard1-113","Houndour","Pokemon","Basic","50","Darkness","1","Common","Bite: Cost=[], Damage=10, Text="
"ecard1-114","Koffing","Pokemon","Basic","50","Grass","1","Common","Ram: Cost=[], Damage=10, Text= | Confusion Gas: Cost=[], Damage=, Text=Flip a coin. If heads, the Defending Pokemon is now Confused."
"ecard1-115","Krabby","Pokemon","Basic","50","Water","2","Common","Crabhammer: Cost=[], Damage=30, Text="
"ecard1-116","Larvitar","Pokemon","Basic","50","Fighting","1","Common","Bite: Cost=[], Damage=10, Text= | Mud Slap: Cost=[], Damage=20, Text="
"ecard1-117","Machop","Pokemon","Basic","50","Fighting","1","Common","Punch: Cost=[], Damage=10, Text= | Double Chop: Cost=[], Damage=20×, Text=Flip 2 coins. This attack does 20 damage times the number of heads."
"ecard1-118","Magikarp","Pokemon","Basic","30","Water","1","Common","Flail: Cost=[], Damage=10×, Text=This attack does 10 damage times the number of damage counters on Magikarp."
"ecard1-119","Mareep","Pokemon","Basic","40","Lightning","1","Common","Thundershock: Cost=[], Damage=10, Text=Flip a coin. If heads, the Defending Pokemon is now Paralyzed."
"ecard1-120","Marill","Pokemon","Basic","40","Water","1","Common","Bubble: Cost=[], Damage=10, Text=Flip a coin. If heads, the Defending Pokemon is now Paralyzed. | Tail Slap: Cost=[], Damage=20, Text="
"ecard1-121","Meowth","Pokemon","Basic","50","Colorless","1","Common","Double Scratch: Cost=[], Damage=10×, Text=Flip 2 coins. This attack does 10 damage times the number of heads. | Pay Day: Cost=[], Damage=10, Text=Flip a coin. If heads, draw a card."
"ecard1-122","Oddish","Pokemon","Basic","50","Grass","1","Common","Tackle: Cost=[], Damage=10, Text= | Sleep Seed: Cost=[], Damage=10, Text=The Defending Pokemon is now Asleep."
"ecard1-123","Pidgey","Pokemon","Basic","40","Colorless","1","Common","Peck: Cost=[], Damage=10, Text= | Fury Strikes: Cost=[], Damage=10×, Text=Flip 3 coins. This attack does 10 damage times the number of heads."
