"ID","Name","Supertype","Subtypes","HP","Types","RetreatCost","Rarity","Attacks"
"xy3-46","Machamp","Pokemon","Stage 2","150","Fighting","2","Rare Holo","Machamp Crush: Cost=[], Damage=80, Text=During your opponent's next turn, any damage done by attacks from the Defending Pokemon is reduced by 40 (before applying Weakness and Resistance)."
"xy3-47","Hitmonlee","Pokemon","Basic","90","Fighting","1","Uncommon","Stretch Kick: Cost=[], Damage=, Text=This attack does 30 damage to 1 of your opponent's Benched Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.) | Spiral Kick: Cost=[], Damage=30, Text="
"xy3-48","Hitmonchan","Pokemon","Basic","90","Fighting","1","Uncommon","Bullet Punch: Cost=[], Damage=20+, Text=Flip 2 coins. This attack does 20 more damage for each heads. | Mach Cross: Cost=[], Damage=60, Text="
"xy3-49","Hitmontop","Pokemon","Basic","90","Fighting","1","Uncommon","Quick Draw: Cost=[], Damage=, Text=Draw a card. | Helicoptero: Cost=[], Damage=40, Text=Switch this Pokemon with 1 of your Benched Pokemon."
"xy3-50","Breloom","Pokemon","Stage 1","100","Fighting","2","Rare","Giga Drain: Cost=[], Damage=20, Text=Heal from this Pokemon the same amount of damage you did to your opponent's Active Pokemon. | Sky Uppercut: Cost=[], Damage=70, Text=This attack's damage isn't affected by Resistance."
"xy3-51","Makuhita","Pokemon","Basic","80","Fighting","3","Common","Punch: Cost=[], Damage=10, Text= | Strength: Cost=[], Damage=40, Text="
"xy3-52","Hariyama","Pokemon","Stage 1","120","Fighting","4","Rare","Rocket Slap: Cost=[], Damage=80, Text="
"xy3-53","Trapinch","Pokemon","Basic","60","Fighting","1","Common","Mountain Munch: Cost=[], Damage=, Text=Discard the top card of your opponent's deck. | Mud-Slap: Cost=[], Damage=10, Text="
"xy3-56","Mienfoo","Pokemon","Basic","60","Fighting","1","Common","Flop: Cost=[], Damage=10, Text= | Lunge: Cost=[], Damage=30, Text=Flip a coin. If tails, this attack does nothing."
"xy3-57","Mienshao","Pokemon","Stage 1","90","Fighting","1","Uncommon","Aero Turn: Cost=[], Damage=40, Text=Return this Pokemon and all cards attached to it to your hand. | High Jump Kick: Cost=[], Damage=40, Text="
"xy3-58","Landorus","Pokemon","Basic","120","Fighting","1","Rare Holo","Shout of Power: Cost=[], Damage=20, Text=Attach a basic Energy card from your discard pile to 1 of your Benched Pokemon. | Sky Lariat: Cost=[], Damage=90, Text="
"xy3-59","Pancham","Pokemon","Basic","60","Fighting","1","Uncommon","Bad-Influence Evolution: Cost=[], Damage=, Text=If you have any Darkness Pokemon on your Bench, search your deck for a card that evolves from this Pokemon and put it onto this Pokemon. (This counts as evolving this Pokemon.) Shuffle your deck afterward. | Confront: Cost=[], Damage=30, Text="
"xy3-60","Pancham","Pokemon","Basic","70","Fighting","2","Common","Comet Punch: Cost=[], Damage=10×, Text=Flip 4 coins. This attack does 10 damage times the number of heads."
"xy3-61","Tyrunt","Pokemon","Restored","90","Fighting","2","Uncommon","Gnaw: Cost=[], Damage=30, Text= | Crunch: Cost=[], Damage=50, Text=Flip a coin. If heads, discard an Energy attached to your opponent's Active Pokemon."
"xy3-62","Tyrantrum","Pokemon","Stage 1","150","Fighting","3","Rare","Chew Up: Cost=[], Damage=60+, Text=If your opponent's Active Pokemon has any Special Energy attached to it, this attack does 90 more damage. | Giga Impact: Cost=[], Damage=150, Text=This Pokemon can't attack during your next turn."
"xy3-63","Hawlucha","Pokemon","Basic","70","Fighting","","Rare Holo","Flying Press: Cost=[], Damage=60, Text=If your opponent's Active Pokemon isn't a Pokemon-EX, this attack does nothing."
"xy3-65","Drapion","Pokemon","Stage 1","110","Darkness","3","Rare","Venoshock: Cost=[], Damage=20+, Text=If your opponent's Active Pokemon is Poisoned, this attack does 40 more damage. | Venomous Fang: Cost=[], Damage=80, Text=Your opponent's Active Pokemon is now Poisoned."
"xy3-66","Scraggy","Pokemon","Basic","60","Darkness","2","Common","Corkscrew Punch: Cost=[], Damage=30, Text="
"xy3-67","Scrafty","Pokemon","Stage 1","90","Darkness","2","Uncommon","Low Kick: Cost=[], Damage=30, Text= | Machine Gun Headbutt: Cost=[], Damage=50×, Text=Flip 3 coins. This attack does 50 damage times the number of heads. This Pokemon is now Confused."
"xy3-68","Pangoro","Pokemon","Stage 1","120","Darkness","3","Rare","Clobber: Cost=[], Damage=30+, Text=You may discard an Item card from your hand. If you do, this attack does 40 more damage. | Hammer Arm: Cost=[], Damage=80, Text=Discard the top card of your opponent's deck."
"xy3-69","Clefairy","Pokemon","Basic","60","Fairy","1","Common","Moonlight: Cost=[], Damage=, Text=Heal 30 damage from this Pokemon. | Pound: Cost=[], Damage=20, Text="
"xy3-70","Clefairy","Pokemon","Basic","60","Fairy","1","Common","Moonblast: Cost=[], Damage=10, Text=During your opponent's next turn, any damage done by attacks from the Defending Pokemon is reduced by 10 (before applying Weakness and Resistance)."
"xy3-71","Clefable","Pokemon","Stage 1","90","Fairy","2","Uncommon","Follow Me: Cost=[], Damage=, Text=Switch 1 of your opponent's Benched Pokemon with your opponent's Active Pokemon. | Moonblast: Cost=[], Damage=30, Text=During your opponent's next turn, any damage done by attacks from the Defending Pokemon is reduced by 30 (before applying Weakness and Resistance)."
"xy3-72","Sylveon","Pokemon","Stage 1","90","Fairy","1","Rare","Curly Ribbon: Cost=[], Damage=30, Text=Move an Energy attached to your opponent's Active Pokemon to 1 of his or her Benched Pokemon. | Echoed Voice: Cost=[], Damage=50, Text=During your next turn, this Pokemon's Echoed Voice attack does 50 more damage (before applying Weakness and Resistance)."
"xy3-73","Klefki","Pokemon","Basic","60","Fairy","1","Uncommon","Fairy Lock: Cost=[], Damage=30, Text=The Defending Pokemon can't retreat during your opponent's next turn."
"xy3-75","Vibrava","Pokemon","Stage 1","80","Dragon","1","Uncommon","Charge Energy: Cost=[], Damage=, Text=Search your deck for up to 2 basic Energy cards, reveal them, and put them into your hand. Shuffle your deck afterward. | Vibration: Cost=[], Damage=30, Text="
"xy3-76","Flygon","Pokemon","Stage 2","130","Dragon","1","Rare","Rainbow Shower: Cost=[], Damage=, Text=Attach as many basic Energy cards as you like from your hand to your Pokemon in any way you like. | Sand Sweep: Cost=[], Damage=70, Text=Heal 30 damage from each of your Pokemon that has any Energy attached to it."
"xy3-77","Noivern","Pokemon","Stage 1","100","Dragon","1","Rare Holo","Boomburst: Cost=[], Damage=, Text=This attack does 30 damage to each of your opponent's Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.)"
"xy3-78","Lickitung","Pokemon","Basic","90","Colorless","3","Common","Lunge: Cost=[], Damage=50, Text=Flip a coin. If tails, this attack does nothing."
"xy3-79","Lickilicky","Pokemon","Stage 1","120","Colorless","4","Uncommon","Knock Off: Cost=[], Damage=50, Text=Discard a random card from your opponent's hand. | Lickichop: Cost=[], Damage=60+, Text=Flip a coin until you get tails. This attack does 30 more damage for each heads."
"xy3-80","Eevee","Pokemon","Basic","50","Colorless","1","Common","Gnaw: Cost=[], Damage=10, Text="
"xy3-81","Slakoth","Pokemon","Basic","60","Colorless","3","Common","Big Yawn: Cost=[], Damage=, Text=Both Active Pokemon are now Asleep."
"xy3-82","Vigoroth","Pokemon","Stage 1","90","Colorless","2","Uncommon","Scratch: Cost=[], Damage=20, Text= | Reckless Charge: Cost=[], Damage=70, Text=Flip a coin. If tails, this Pokemon does 20 damage to itself."
"xy3-83","Slaking","Pokemon","Stage 2","150","Colorless","4","Rare Holo","Amnesia: Cost=[], Damage=50, Text=Choose 1 of your opponent's Active Pokemon's attacks. That Pokemon can't use that attack during your opponent's next turn. | Knuckle Sandwich: Cost=[], Damage=120, Text=Discard an Energy attached to this Pokemon."
"xy3-84","Patrat","Pokemon","Basic","60","Colorless","1","Common","Safety Check: Cost=[], Damage=, Text=Look at 1 of your face-down Prize cards."
"xy3-85","Watchog","Pokemon","Stage 1","80","Colorless","1","Uncommon","Held-Item Inspection: Cost=[], Damage=, Text=Your opponent reveals his or her hand. Choose an Item card you find there. Your opponent shuffles that card into his or her deck. | Thorough Crunch: Cost=[], Damage=30, Text=Flip 2 coins. For each heads, discard an Energy attached to your opponent's Active Pokemon."
"xy3-86","Tornadus","Pokemon","Basic","110","Colorless","1","Rare","Push Down: Cost=[], Damage=20, Text=You may have your opponent switch his or her Active Pokemon with 1 of his or her Benched Pokemon. | Twister Throw: Cost=[], Damage=60+, Text=If you have the same number of cards in your hand as your opponent, this attack does 60 more damage."
"xy3-87","Noibat","Pokemon","Basic","60","Colorless","1","Common","Tackle: Cost=[], Damage=10, Text= | Gust: Cost=[], Damage=20, Text="
"xy3-88","Battle Reporter","Trainer","Supporter",,"","","Uncommon",""
"xy3-89","Energy Switch","Trainer","Item",,"","","Uncommon",""
"xy3-90","Fighting Stadium","Trainer","Stadium",,"","","Uncommon",""
"xy3-91","Focus Sash","Trainer","Pokemon Tool",,"","","Uncommon",""
"xy3-92","Fossil Researcher","Trainer","Supporter",,"","","Uncommon",""
"xy3-93","Full Heal","Trainer","Item",,"","","Uncommon",""
"xy3-94","Jaw Fossil","Trainer","Item",,"","","Uncommon",""
"xy3-95","Korrina","Trainer","Supporter",,"","","Uncommon",""
"xy3-96","Maintenance","Trainer","Item",,"","","Uncommon",""
"xy3-97","Mountain Ring","Trainer","Stadium",,"","","Uncommon",""
"xy3-98","Sail Fossil","Trainer","Item",,"","","Uncommon",""
"xy3-99","Sparkling Robe","Trainer","Pokemon Tool",,"","","Uncommon",""
"xy3-100","Super Scoop Up","Trainer","Item",,"","","Uncommon",""
"xy3-101","Tool Retriever","Trainer","Item",,"","","Uncommon",""
"xy3-102","Training Center","Trainer","Stadium",,"","","Uncommon",""
"xy3-103","Herbal Energy","Energy","Special",,"","","Uncommon",""
"xy3-104","Strong Energy","Energy","Special",,"","","Uncommon",""
