"ID","Name","Supertype","Subtypes","HP","Types","RetreatCost","Rarity","Attacks"
"swsh11-67","Mr. Mime","Pokemon","Basic","90","Psychic","2","Rare","Pound: Cost=[], Damage=20, Text= | Tricky Slap: Cost=[], Damage=90, Text=You and your opponent play Rock-Paper-Scissors until someone wins. If you win, during your opponent's next turn, prevent all damage from and effects of attacks done to this Pokemon."
"swsh11-68","Jynx","Pokemon","Basic","100","Psychic","1","Common","Alluring Dance: Cost=[], Damage=, Text=Switch 1 of your opponent's Benched Pokemon with their Active Pokemon. The new Active Pokemon is now Confused. | Super Psy Bolt: Cost=[], Damage=80, Text="
"swsh11-70","Sableye","Pokemon","Basic","80","Psychic","1","Rare Holo","Scratch: Cost=[], Damage=20, Text= | Lost Mine: Cost=[], Damage=, Text=You can use this attack only if you have 10 or more cards in the Lost Zone. Put 12 damage counters on your opponent's Pokemon in any way you like."
"swsh11-71","Mawile","Pokemon","Basic","90","Psychic","1","Common","Tempting Trap: Cost=[], Damage=, Text=During your opponent's next turn, the Defending Pokemon can't retreat. During your next turn, the Defending Pokemon takes 90 more damage from attacks (after applying Weakness and Resistance). | Bite: Cost=[], Damage=90, Text="
"swsh11-72","Shuppet","Pokemon","Basic","60","Psychic","1","Common","Tongue Slap: Cost=[], Damage=30, Text="
"swsh11-73","Banette","Pokemon","Stage 1","100","Psychic","1","Rare","Spooky Shot: Cost=[], Damage=50, Text="
"swsh11-74","Cresselia","Pokemon","Basic","120","Psychic","1","Rare Holo","Moonglow Reverse: Cost=[], Damage=, Text=Move 2 damage counters from each of your Pokemon to 1 of your opponent's Pokemon. | Lunar Blast: Cost=[], Damage=110, Text="
"swsh11-75","Hisuian Zorua","Pokemon","Basic","60","Psychic","1","Common","Collect: Cost=[], Damage=, Text=Draw a card. | Mumble: Cost=[], Damage=10, Text="
"swsh11-76","Hisuian Zoroark","Pokemon","Stage 1","120","Psychic","2","Rare Holo","Doom Curse: Cost=[], Damage=, Text=At the end of your opponent's next turn, the Defending Pokemon will be Knocked Out. | Call Back: Cost=[], Damage=, Text=Put a card from your discard pile into your hand."
"swsh11-77","Inkay","Pokemon","Basic","60","Psychic","1","Common","Fickle Attack: Cost=[], Damage=30, Text=Flip a coin. If tails, this attack does nothing."
"swsh11-78","Malamar","Pokemon","Stage 1","110","Psychic","2","Rare","Synchro Kinesis: Cost=[], Damage=30+, Text=Each player reveals their hand. If a card in your opponent's hand has the same name as a card in your hand, this attack does 90 more damage. | Psychic Sphere: Cost=[], Damage=80, Text="
"swsh11-79","Comfey","Pokemon","Basic","70","Psychic","1","Rare","Spinning Attack: Cost=[], Damage=30, Text="
"swsh11-80","Mimikyu","Pokemon","Basic","70","Psychic","1","Rare","Perplex: Cost=[], Damage=, Text=Your opponent's Active Pokemon is now Confused. | Worst Gift: Cost=[], Damage=10×, Text=This attack does 10 damage for each damage counter on all of your opponent's Pokemon."
"swsh11-81","Spectrier","Pokemon","Basic","120","Psychic","1","Rare Holo","Night Footsteps: Cost=[], Damage=, Text=Choose 2 of your opponent's Pokemon and put 2 damage counters on each of them. | Phantom Strike: Cost=[], Damage=120, Text=During your next turn, this Pokemon can't use Phantom Strike."
"swsh11-83","Hisuian Growlithe","Pokemon","Basic","70","Fighting","2","Common","Singe: Cost=[], Damage=, Text=Your opponent's Active Pokemon is now Burned."
"swsh11-84","Hisuian Arcanine","Pokemon","Stage 1","130","Fighting","2","Rare Holo","Very Vulnerable: Cost=[], Damage=10+, Text=If you have no cards in your hand, this attack does 150 more damage. | Sharp Fang: Cost=[], Damage=100, Text="
"swsh11-85","Poliwrath","Pokemon","Stage 2","160","Fighting","2","Rare","Split Spiral Punch: Cost=[], Damage=60, Text=Your opponent's Active Pokemon is now Confused. | Splash Loop: Cost=[], Damage=160, Text=Put 2 Energy attached to this Pokemon into your hand."
"swsh11-86","Machop","Pokemon","Basic","70","Fighting","2","Common","Punch: Cost=[], Damage=20, Text="
"swsh11-87","Machoke","Pokemon","Stage 1","100","Fighting","2","Uncommon","Strength: Cost=[], Damage=30, Text= | Seismic Toss: Cost=[], Damage=50, Text="
"swsh11-88","Machamp","Pokemon","Stage 2","150","Fighting","2","Rare Holo","Strong-Arm Lariat: Cost=[], Damage=100+, Text=You may do 100 more damage. If you do, during your next turn, this Pokemon can't attack."
"swsh11-89","Rhyhorn","Pokemon","Basic","100","Fighting","3","Common","Take Down: Cost=[], Damage=70, Text=This Pokemon also does 20 damage to itself."
"swsh11-90","Rhydon","Pokemon","Stage 1","120","Fighting","3","Uncommon","Horn Drill: Cost=[], Damage=30, Text= | Take Down: Cost=[], Damage=120, Text=This Pokemon also does 30 damage to itself."
"swsh11-91","Rhyperior","Pokemon","Stage 2","190","Fighting","4","Rare","Geo Cannon: Cost=[], Damage=50+, Text=Discard the top card of your deck. If that card is an Energy card, this attack does 100 more damage, and attach that card to this Pokemon. | Rocky Tackle: Cost=[], Damage=180, Text=This Pokemon also does 30 damage to itself."
"swsh11-94","Sudowoodo","Pokemon","Basic","110","Fighting","2","Common","Joust: Cost=[], Damage=20, Text=Before doing damage, discard all Pokemon Tools from your opponent's Active Pokemon. | Impound: Cost=[], Damage=50, Text=During your opponent's next turn, the Defending Pokemon can't retreat."
"swsh11-95","Gligar","Pokemon","Basic","60","Fighting","1","Common","Cyclone Pincers: Cost=[], Damage=10×, Text=Flip 4 coins. This attack does 10 damage for each heads."
"swsh11-96","Gliscor","Pokemon","Stage 1","120","Fighting","2","Rare","Hurricane Shock: Cost=[], Damage=50×, Text=Flip 4 coins. This attack does 50 damage for each heads. If at least 2 of them are heads, your opponent's Active Pokemon is now Paralyzed."
"swsh11-97","Makuhita","Pokemon","Basic","80","Fighting","3","Common","Fake Out: Cost=[], Damage=20, Text=Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed."
"swsh11-98","Hariyama","Pokemon","Stage 1","140","Fighting","3","Uncommon","Shove: Cost=[], Damage=40, Text=Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed. | Muscular Slap: Cost=[], Damage=100, Text=This attack's damage isn't affected by Resistance."
"swsh11-99","Meditite","Pokemon","Basic","70","Fighting","1","Common","Focus Fist: Cost=[], Damage=30, Text=Flip a coin. If tails, this attack does nothing."
"swsh11-100","Medicham","Pokemon","Stage 1","110","Fighting","1","Uncommon","Battle Step: Cost=[], Damage=50, Text=Search your deck for up to 2 Fighting Energy cards and attach them to your Benched Pokemon in any way you like. Then, shuffle your deck."
"swsh11-101","Relicanth","Pokemon","Basic","90","Fighting","1","Uncommon","Into the Deep: Cost=[], Damage=, Text=Put up to 2 basic Energy cards from your discard pile into your hand. | Tackle: Cost=[], Damage=80, Text="
"swsh11-102","Gastrodon","Pokemon","Stage 1","130","Fighting","3","Uncommon","Recover: Cost=[], Damage=, Text=Discard an Energy from this Pokemon and heal all damage from it. | Earthquake: Cost=[], Damage=170, Text=This attack also does 20 damage to each of your Benched Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.)"
"swsh11-103","Mienfoo","Pokemon","Basic","60","Fighting","1","Common","Chop: Cost=[], Damage=10, Text= | Spiral Kick: Cost=[], Damage=30, Text="
"swsh11-104","Mienshao","Pokemon","Stage 1","90","Fighting","1","Uncommon","Pound: Cost=[], Damage=30, Text= | Double Smash: Cost=[], Damage=70×, Text=Flip 2 coins. This attack does 70 damage for each heads."
"swsh11-105","Landorus","Pokemon","Basic","120","Fighting","1","Rare","Slap Push: Cost=[], Damage=20, Text= | Smashing Edge: Cost=[], Damage=130, Text=Discard 2 Energy from this Pokemon."
"swsh11-106","Binacle","Pokemon","Basic","70","Fighting","2","Common","Mud-Slap: Cost=[], Damage=10, Text= | Slash: Cost=[], Damage=20, Text="
"swsh11-107","Barbaracle","Pokemon","Stage 1","130","Fighting","3","Rare Holo","Dynamic Chop: Cost=[], Damage=100, Text="
"swsh11-108","Carbink","Pokemon","Basic","90","Fighting","1","Uncommon","Lucky Find: Cost=[], Damage=, Text=Search your deck for up to 2 Item cards, reveal them, and put them into your hand. Then, shuffle your deck. | Power Gem: Cost=[], Damage=80, Text="
"swsh11-109","Rockruff","Pokemon","Basic","60","Fighting","1","Common","Double Draw: Cost=[], Damage=, Text=Draw 2 cards. | Rear Kick: Cost=[], Damage=30, Text="
"swsh11-110","Falinks","Pokemon","Basic","100","Fighting","1","Common","Fighting Headbutt: Cost=[], Damage=10+, Text=This attack's damage isn't affected by Weakness. If your opponent's Active Pokemon is a Pokemon V, this attack does 50 more damage. | Jet Headbutt: Cost=[], Damage=80, Text="
"swsh11-111","Stonjourner","Pokemon","Basic","140","Fighting","4","Rare","Power Stone: Cost=[], Damage=, Text=Attach up to 2 Fighting Energy cards from your hand to your Pokemon in any way you like. | Lost Shot: Cost=[], Damage=120, Text=Put the top card of your opponent's deck in the Lost Zone."
"swsh11-112","Spinarak","Pokemon","Basic","50","Darkness","1","Common","Poison Sting: Cost=[], Damage=10, Text=Your opponent's Active Pokemon is now Poisoned."
"swsh11-113","Ariados","Pokemon","Stage 1","90","Darkness","1","Rare","String Bind: Cost=[], Damage=10+, Text=This attack does 30 more damage for each Colorless in your opponent's Active Pokemon's Retreat Cost. | Venomous Fang: Cost=[], Damage=80, Text=Your opponent's Active Pokemon is now Poisoned."
"swsh11-114","Murkrow","Pokemon","Basic","60","Darkness","1","Common","Peck: Cost=[], Damage=10, Text= | Wing Attack: Cost=[], Damage=30, Text="
"swsh11-115","Honchkrow","Pokemon","Stage 1","120","Darkness","1","Rare","Peck: Cost=[], Damage=20, Text= | Night Cyclone: Cost=[], Damage=160, Text=Move all Energy from this Pokemon to your Benched Pokemon in any way you like."
"swsh11-116","Seviper","Pokemon","Basic","110","Darkness","2","Uncommon","Sucker Punch and Turn: Cost=[], Damage=60, Text=Switch this Pokemon with 1 of your Benched Darkness Pokemon."
"swsh11-117","Spiritomb","Pokemon","Basic","60","Darkness","2","Rare","Chain of Spirits: Cost=[], Damage=10+, Text=This attack does 60 more damage for each Spiritomb in your discard pile."
"swsh11-120","Darkrai","Pokemon","Basic","120","Darkness","2","Rare Holo","Nightmare: Cost=[], Damage=30, Text=Your opponent's Active Pokemon is now Asleep. | Pitch-Black Blade: Cost=[], Damage=130, Text=During your next turn, this Pokemon can't attack."
"swsh11-121","Inkay","Pokemon","Basic","50","Darkness","1","Common","Call for Family: Cost=[], Damage=, Text=Search your deck for up to 2 Basic Pokemon and put them onto your Bench. Then, shuffle your deck. | Tackle: Cost=[], Damage=20, Text="
"swsh11-122","Hoopa","Pokemon","Basic","120","Darkness","1","Rare","Hand of Djinn: Cost=[], Damage=, Text=Search your deck for a Darkness Energy card and attach it to 1 of your Pokemon. Then, shuffle your deck. | Tyrannical Hole: Cost=[], Damage=100, Text="
"swsh11-125","Bronzor","Pokemon","Basic","70","Metal","2","Common","Spinning Attack: Cost=[], Damage=10, Text="
"swsh11-126","Bronzong","Pokemon","Stage 1","130","Metal","3","Uncommon","Ram: Cost=[], Damage=30, Text= | Gravitational Drop: Cost=[], Damage=40+, Text=This attack does 40 more damage for each Colorless in your opponent's Active Pokemon's Retreat Cost."
"swsh11-127","Galarian Stunfisk","Pokemon","Basic","100","Metal","3","Uncommon","Field Trap: Cost=[], Damage=20, Text=If your opponent has a Stadium in play, discard it. If you discarded a Stadium in this way, discard 2 Energy from your opponent's Active Pokemon. | Tackle: Cost=[], Damage=50, Text="
"swsh11-128","Magearna","Pokemon","Basic","90","Metal","1","Rare","Gear Cutter: Cost=[], Damage=20, Text= | Windup Beam: Cost=[], Damage=60+, Text=If this Pokemon has a Pokemon Tool attached, this attack does 60 more damage, and your opponent's Active Pokemon is now Confused."
"swsh11-132","Goomy","Pokemon","Basic","60","Dragon","2","Common","Tackle: Cost=[], Damage=10, Text= | Melt: Cost=[], Damage=30, Text="
"swsh11-133","Hisuian Sliggoo","Pokemon","Stage 1","90","Dragon","3","Uncommon","Rigidify: Cost=[], Damage=, Text=During your opponent's next turn, this Pokemon takes 50 less damage from attacks (after applying Weakness and Resistance). | Gentle Slap: Cost=[], Damage=40, Text="
"swsh11-134","Hisuian Goodra","Pokemon","Stage 2","160","Dragon","3","Rare Holo","Heavy Impact: Cost=[], Damage=140, Text="
"swsh11-138","Lickitung","Pokemon","Basic","110","Colorless","4","Common","Drool: Cost=[], Damage=30, Text="
"swsh11-139","Lickilicky","Pokemon","Stage 1","140","Colorless","4","Uncommon","Tongue Slap: Cost=[], Damage=50, Text= | Heavy Impact: Cost=[], Damage=130, Text="
"swsh11-140","Porygon","Pokemon","Basic","60","Colorless","1","Common","Branch Calculation: Cost=[], Damage=, Text=Look at the top 4 cards of either player's deck and put them back in any order. | Beam: Cost=[], Damage=10, Text="
"swsh11-141","Porygon2","Pokemon","Stage 1","90","Colorless","1","Uncommon","Garbage Attack: Cost=[], Damage=20×, Text=This attack does 20 damage for each Pokemon Tool card in the Lost Zone (both yours and your opponent's)."
"swsh11-142","Porygon-Z","Pokemon","Stage 2","150","Colorless","2","Rare","Downgrading Beam: Cost=[], Damage=, Text=Devolve 1 of your opponent's evolved Pokemon by removing any number of Evolution cards from it. Your opponent shuffles those cards into their deck. | Power Beam: Cost=[], Damage=130, Text="
"swsh11-143","Snorlax","Pokemon","Basic","150","Colorless","4","Rare Holo","Thumping Snore: Cost=[], Damage=180, Text=This Pokemon is now Asleep. During Pokemon Checkup, flip 2 coins instead of 1. If either of them is tails, this Pokemon is still Asleep."
"swsh11-144","Aipom","Pokemon","Basic","60","Colorless","1","Common","Mischievous Tail: Cost=[], Damage=, Text=Look at the top card of your opponent's deck. You may have your opponent shuffle their deck. | Scratch: Cost=[], Damage=10, Text="
"swsh11-145","Ambipom","Pokemon","Stage 1","90","Colorless","1","Uncommon","All-You-Can-Grab: Cost=[], Damage=, Text=Flip a coin until you get tails. Search your deck for a number of cards up to the number of heads and put them into your hand. Then, shuffle your deck. | Knock Off: Cost=[], Damage=50, Text=Discard a random card from your opponent's hand."
"swsh11-148","Bouffalant","Pokemon","Basic","130","Colorless","2","Rare","Lost Headbutt: Cost=[], Damage=50, Text=Put an Energy attached to your opponent's Active Pokemon in the Lost Zone. | Superpowered Horns: Cost=[], Damage=120, Text="
"swsh11-149","Komala","Pokemon","Basic","100","Colorless","2","Uncommon","Collapse: Cost=[], Damage=60, Text=This Pokemon is now Asleep."
"swsh11-150","Skwovet","Pokemon","Basic","60","Colorless","1","Common","Gnaw: Cost=[], Damage=20, Text="
"swsh11-151","Greedent","Pokemon","Stage 1","130","Colorless","3","Rare","Collect: Cost=[], Damage=, Text=Draw 2 cards. | Spill Out: Cost=[], Damage=60+, Text=Discard your hand. If you discarded 5 or more cards in this way, this attack does 150 more damage."
"swsh11-152","Arc Phone","Trainer","Item",,"","","Uncommon",""
"swsh11-153","Arezu","Trainer","Supporter",,"","","Uncommon",""
"swsh11-154","Box of Disaster","Trainer","Item, Pokemon Tool",,"","","Uncommon",""
"swsh11-155","Colress's Experiment","Trainer","Supporter",,"","","Uncommon",""
"swsh11-156","Damage Pump","Trainer","Item",,"","","Uncommon",""
"swsh11-157","Fantina","Trainer","Supporter",,"","","Uncommon",""
"swsh11-158","Iscan","Trainer","Supporter",,"","","Uncommon",""
"swsh11-159","Lady","Trainer","Supporter",,"","","Uncommon",""
"swsh11-160","Lake Acuity","Trainer","Stadium",,"","","Uncommon",""
"swsh11-161","Lost City","Trainer","Stadium",,"","","Uncommon",""
"swsh11-162","Lost Vacuum","Trainer","Item",,"","","Uncommon",""
"swsh11-163","Mirage Gate","Trainer","Item",,"","","Uncommon",""
"swsh11-164","Miss Fortune Sisters","Trainer","Supporter",,"","","Uncommon",""
