"ID","Name","Supertype","Subtypes","HP","Types","RetreatCost","Rarity","Attacks"
"sm35-32","Raikou","Pokemon","Basic","120","Lightning","2","Rare Holo","Booming Thunder: Cost=[], Damage=30, Text=Attach a Lightning Energy card from your discard pile to 1 of your Benched Pokemon. | Electric Ball: Cost=[], Damage=90, Text="
"sm35-33","Plusle","Pokemon","Basic","70","Lightning","1","Common","Tag Team Boost: Cost=[], Damage=10+, Text=If Minun is on your Bench, this attack does 50 more damage."
"sm35-34","Minun","Pokemon","Basic","70","Lightning","1","Common","Collect: Cost=[], Damage=, Text=Draw a card. | Spark: Cost=[], Damage=20, Text=This attack does 20 damage to 1 of your opponent's Benched Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.)"
"sm35-35","Zekrom","Pokemon","Basic","130","Lightning","3","Rare Holo","Outrage: Cost=[], Damage=20+, Text=This attack does 10 more damage for each damage counter on this Pokemon. | Storm Blade: Cost=[], Damage=130, Text=Discard 2 Energy from this Pokemon."
"sm35-36","Ekans","Pokemon","Basic","70","Psychic","2","Common","Poison Sting: Cost=[], Damage=10, Text=Flip a coin. If heads, your opponent's Active Pokemon is now Poisoned."
"sm35-37","Arbok","Pokemon","Stage 1","120","Psychic","3","Uncommon","Venomous Fang: Cost=[], Damage=70, Text=Your opponent's Active Pokemon is now Poisoned."
"sm35-38","Jynx","Pokemon","Basic","90","Psychic","1","Common","Whiny Voice: Cost=[], Damage=, Text=Choose a random card from your opponent's hand. Your opponent reveals that card and shuffles it into their deck. | Feverish Kiss: Cost=[], Damage=30, Text=Your opponent's Active Pokemon is now Confused."
"sm35-41","Latios","Pokemon","Basic","110","Psychic","1","Rare Holo","Break Through: Cost=[], Damage=30, Text=This attack does 30 damage to 1 of your opponent's Benched Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.) | Lagoon Flight: Cost=[], Damage=70, Text="
"sm35-43","Golett","Pokemon","Basic","90","Psychic","3","Common","Mega Punch: Cost=[], Damage=60, Text="
"sm35-44","Golurk","Pokemon","Stage 1","140","Psychic","4","Uncommon","Triple Smash: Cost=[], Damage=10+, Text=Flip 3 coins. This attack does 60 more damage for each heads. | Golurk Hammer: Cost=[], Damage=120, Text="
"sm35-45","Marshadow","Pokemon","Basic","70","Psychic","1","Rare Holo","Shadow Punch: Cost=[], Damage=30, Text=This attack's damage isn't affected by Resistance."
"sm35-46","Stunfisk","Pokemon","Basic","110","Fighting","3","Common","Thunder Shock: Cost=[], Damage=30, Text=Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed. | Head Bolt: Cost=[], Damage=70, Text="
"sm35-47","Spiritomb","Pokemon","Basic","60","Darkness","2","Uncommon","Cursed Drop: Cost=[], Damage=, Text=Put 3 damage counters on your opponent's Pokemon in any way you like."
"sm35-48","Purrloin","Pokemon","Basic","60","Darkness","1","Common","Scratch: Cost=[], Damage=10, Text= | Tail Rap: Cost=[], Damage=20×, Text=Flip 2 coins. This attack does 20 damage for each heads."
"sm35-49","Liepard","Pokemon","Stage 1","90","Darkness","1","Uncommon","Torment: Cost=[], Damage=30, Text=Choose 1 of your opponent's Active Pokemon's attacks. That Pokemon can't use that attack during your opponent's next turn. | Slash: Cost=[], Damage=60, Text="
"sm35-50","Scraggy","Pokemon","Basic","60","Darkness","1","Common","Call for Family: Cost=[], Damage=, Text=Search your deck for a Basic Pokemon and put it onto your Bench. Then, shuffle your deck. | Headbutt: Cost=[], Damage=20, Text="
"sm35-51","Scrafty","Pokemon","Stage 1","110","Darkness","2","Uncommon","Dangerous Head: Cost=[], Damage=20+, Text=If your opponent's Active Pokemon is a Basic Pokemon, this attack does 50 more damage. | Hammer In: Cost=[], Damage=90, Text="
"sm35-52","Zorua","Pokemon","Basic","60","Darkness","1","Common","Stampede: Cost=[], Damage=10, Text= | Ram: Cost=[], Damage=20, Text="
"sm35-54","Yveltal","Pokemon","Basic","120","Darkness","2","Rare Holo","Strafe: Cost=[], Damage=30, Text=You may switch this Pokemon with 1 of your Benched Pokemon. | Oblivion Wing: Cost=[], Damage=90, Text=Attach a Darkness Energy card from your discard pile to 1 of your Benched Pokemon."
"sm35-55","Hoopa","Pokemon","Basic","120","Darkness","2","Rare Holo","Super Psy Bolt: Cost=[], Damage=80, Text="
"sm35-58","Damage Mover","Trainer","Item",,"","","Uncommon",""
"sm35-59","Energy Retrieval","Trainer","Item",,"","","Uncommon",""
"sm35-60","Great Ball","Trainer","Item",,"","","Uncommon",""
"sm35-61","Hau","Trainer","Supporter",,"","","Uncommon",""
"sm35-62","Lillie","Trainer","Supporter",,"","","Uncommon",""
"sm35-63","Pokemon Breeder","Trainer","Supporter",,"","","Uncommon",""
"sm35-64","Pokemon Catcher","Trainer","Item",,"","","Uncommon",""
"sm35-65","Sophocles","Trainer","Supporter",,"","","Uncommon",""
"sm35-66","Super Scoop Up","Trainer","Item",,"","","Uncommon",""
"sm35-67","Switch","Trainer","Item",,"","","Uncommon",""
"sm35-68","Ultra Ball","Trainer","Item",,"","","Uncommon",""
"sm35-68a","Ultra Ball","Trainer","Item",,"","","Uncommon",""
"sm35-69","Double Colorless Energy","Energy","Special",,"","","Uncommon",""
"sm35-70","Warp Energy","Energy","Special",,"","","Uncommon",""
