"ID","Name","Supertype","Subtypes","HP","Types","RetreatCost","Rarity","Attacks"
"ex2-15","Arcanine","Pokemon","Stage 1","80","Fire","1","Rare","Burn Up: Cost=[], Damage=60, Text=Flip a coin. If tails, discard all Fire Energy cards attached to Arcanine."
"ex2-16","Espeon","Pokemon","Stage 1","80","Psychic","1","Rare","Confuse Ray: Cost=[], Damage=20, Text=Flip a coin. If heads, the Defending Pokemon is now Confused. | Energy Crush: Cost=[], Damage=20+, Text=Does 20 more damage plus 10 more damage for each Energy attached to all of your opponent's Pokemon."
"ex2-17","Golduck","Pokemon","Stage 1","70","Water","1","Rare","Special Blow: Cost=[], Damage=30+, Text=If the Defending Pokemon has any Special Energy cards attached to it, this attack does 30 damage plus 40 more damage."
"ex2-18","Kecleon","Pokemon","Basic","60","Colorless","1","Rare","Double Scratch: Cost=[], Damage=20×, Text=Flip 2 coins. This attack does 20 damage times the number of heads."
"ex2-19","Omastar","Pokemon","Stage 2","110","Water","2","Rare","Pull Down: Cost=[], Damage=, Text=If your opponent has any Evolved Pokemon in play, remove the highest Stage Evolution card from each of them and put those cards back into his or her hand. | Hydrocannon: Cost=[], Damage=30+, Text=Does 30 damage plus 20 more damage for each Water Energy attached to Omastar but not used to pay for this attack's Energy cost. You can't add more than 40 damage in this way."
"ex2-20","Pichu","Pokemon","Basic","40","Lightning","1","Rare","Energy Retrieval: Cost=[], Damage=, Text=Search your discard pile for up to 2 basic Energy cards and attach them to 1 of your Pokemon. Put 1 damage counter on that Pokemon for each Energy card attached in this way."
"ex2-21","Sandslash","Pokemon","Stage 1","70","Fighting","","Rare","Sand Swirl: Cost=[], Damage=, Text=Does 20 damage to each Defending Pokemon. The Defending Pokemon can't retreat until the end of your opponent's next turn. | Earthquake: Cost=[], Damage=60, Text=Does 10 damage to each of your Benched Pokemon. (Don't apply Weakness or Resistance for Benched Pokemon.)"
"ex2-22","Shiftry","Pokemon","Stage 2","120","Grass","2","Rare","Feint Attack: Cost=[], Damage=, Text=Choose 1 of your opponent's Pokemon. This attack does 40 damage to that Pokemon. This attack's damage isn't affected by Weakness, Resistance, Poke-Powers, Poke-Bodies, or any other effects on that Pokemon. | Slash: Cost=[], Damage=60, Text="
"ex2-23","Steelix","Pokemon","Stage 1","100","Metal","4","Rare","Rage: Cost=[], Damage=10+, Text=Does 10 damage plus 10 more damage for each damage counter on Steelix. | Spinning Tail: Cost=[], Damage=, Text=Does 20 damage to each of your opponent's Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.)"
"ex2-24","Umbreon","Pokemon","Stage 1","80","Darkness","1","Rare","Confuse Ray: Cost=[], Damage=10, Text=Flip a coin. If heads, the Defending Pokemon is now Confused. | Moon Impact: Cost=[], Damage=40, Text="
"ex2-25","Vaporeon","Pokemon","Stage 1","70","Water","1","Rare","Aurora Beam: Cost=[], Damage=30, Text= | Aqua Sonic: Cost=[], Damage=50, Text=This attack's damage is not affected by Resistance."
"ex2-26","Wobbuffet","Pokemon","Basic","80","Psychic","2","Rare","Flip Over: Cost=[], Damage=50, Text=Wobbuffet does 10 damage to itself, and don't apply Weakness and Resistance to this damage."
"ex2-27","Anorith","Pokemon","Stage 1","80","Fighting","1","Uncommon","Fast Evolution: Cost=[], Damage=, Text=Search your deck for an Evolution card, show it to your opponent, and put it into your hand. Shuffle your deck afterward. | Pierce: Cost=[], Damage=30, Text="
"ex2-28","Anorith","Pokemon","Stage 1","80","Fighting","2","Uncommon","Slash: Cost=[], Damage=20, Text= | Double Scratch: Cost=[], Damage=40×, Text=Flip 2 coins. This attack does 40 damage times the number of heads."
"ex2-29","Arbok","Pokemon","Stage 1","70","Grass","1","Uncommon","Toxic: Cost=[], Damage=20, Text=The Defending Pokemon is now Poisoned. Put 2 damage counters instead of 1 on the Defending Pokemon between turns."
"ex2-30","Azumarill","Pokemon","Stage 1","70","Water","1","Uncommon","Drizzle: Cost=[], Damage=, Text=If you have Water Energy cards in your hand, attach as many Water Energy cards as you like to any of your Active Pokemon. | Max Bubbles: Cost=[], Damage=30×, Text=Flip a coin for each Energy attached to all of your Active Pokemon. This attack does 30 damage times the number of heads."
"ex2-31","Azurill","Pokemon","Basic","40","Colorless","1","Uncommon","Jump Catch: Cost=[], Damage=, Text=Search your deck for a Trainer card, show it to your opponent, and put it into your hand. Shuffle your deck afterward."
"ex2-32","Baltoy","Pokemon","Basic","50","Fighting","1","Uncommon","Rapid Spin: Cost=[], Damage=10, Text=Your opponent switches the Defending Pokemon with 1 of his or her Benched Pokemon, if any. You switch Baltoy with 1 of your Benched Pokemon, if any."
"ex2-33","Breloom","Pokemon","Stage 1","70","Grass","1","Uncommon","Super Poison Breath: Cost=[], Damage=, Text=Each Defending Pokemon is now Poisoned. | Sky Uppercut: Cost=[], Damage=50, Text=This attack's damage is not affected by Resistance."
"ex2-34","Delcatty","Pokemon","Stage 1","80","Colorless","1","Uncommon","Scratch: Cost=[], Damage=30, Text= | Ultra Energy Source: Cost=[], Damage=10×, Text=Does 10 damage times the number of basic Energy cards attached to all of the Active Pokemon (both yours and your opponent's)."
"ex2-35","Electabuzz","Pokemon","Basic","60","Lightning","1","Uncommon","Plasma: Cost=[], Damage=10, Text=Flip a coin. If heads, search your discard pile for a Lightning Energy card and attach it to Electabuzz. | Thunder Spear: Cost=[], Damage=, Text=Choose 1 of your opponent's Pokemon. This attack does 40 damage to that Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.)"
"ex2-36","Elekid","Pokemon","Basic","40","Lightning","1","Uncommon","Gather Energy: Cost=[], Damage=, Text=Search your deck for a basic Energy card and attach it to 1 of your Pokemon. Shuffle your deck afterward."
"ex2-37","Fearow","Pokemon","Stage 1","70","Colorless","","Uncommon","Double Wing Attack: Cost=[], Damage=, Text=Does 20 damage to each Defending Pokemon. | Rend: Cost=[], Damage=30+, Text=If the Defending Pokemon has any damage counters on it, this attack does 30 damage plus 20 more damage."
"ex2-38","Illumise","Pokemon","Basic","60","Grass","1","Uncommon","Chaotic Noise: Cost=[], Damage=, Text=Flip a coin. If heads, the Defending Pokemon is now Confused. If tails, the Defending Pokemon is now Asleep. | Pester: Cost=[], Damage=20+, Text=If the Defending Pokemon is affected by a Special Condition, this attack does 20 damage plus 20 more damage."
"ex2-39","Kabuto","Pokemon","Stage 1","60","Water","2","Uncommon","Team Assembly: Cost=[], Damage=, Text=Search your deck for Omanyte, Kabuto, or any Basic Pokemon and put as many of them as you like onto your Bench. Shuffle your deck afterward. Treat the new Benched Pokemon as Basic Pokemon. | Pierce: Cost=[], Damage=20, Text="
"ex2-40","Kirlia","Pokemon","Stage 1","70","Psychic","1","Uncommon","Psyshock: Cost=[], Damage=20, Text=Flip a coin. If heads, the Defending Pokemon is now Paralyzed. | Link Blast: Cost=[], Damage=60, Text=If Kirlia and the Defending Pokemon have a different amount of Energy attached to them, this attack's base damage is 30 instead of 60."
"ex2-41","Lairon","Pokemon","Stage 1","70","Metal","2","Uncommon","Iron Defense: Cost=[], Damage=, Text=Flip a coin. If heads, prevent all effects of an attack, including damage, done to Lairon during your opponent's next turn. | Headbutt: Cost=[], Damage=50, Text="
"ex2-42","Lileep","Pokemon","Stage 1","80","Grass","2","Uncommon","Influence: Cost=[], Damage=, Text=Search your deck for Omanyte, Kabuto, Aerodactyl, Lileep, or Anorith and put up to 2 of them onto your Bench. Shuffle your deck afterward. Treat the new Benched Pokemon as Basic Pokemon. | Time Spiral: Cost=[], Damage=, Text=If your opponent has any Evolved Pokemon in play, choose 1 of them and flip a coin. If heads, remove the highest Stage Evolution card on that Pokemon and have your opponent shuffle it into his or her deck."
"ex2-43","Lileep","Pokemon","Stage 1","80","Grass","2","Uncommon","Amnesia: Cost=[], Damage=, Text=Choose 1 of the Defending Pokemon's attacks. That Pokemon can't use that attack during your opponent's next turn. | Headbutt: Cost=[], Damage=30, Text="
"ex2-44","Linoone","Pokemon","Stage 1","70","Colorless","","Uncommon","Sniff Out: Cost=[], Damage=, Text=Put any 1 card from your discard pile into your hand. | Fury Swipes: Cost=[], Damage=20×, Text=Flip 3 coins. This attack does 20 damage times the number of heads."
"ex2-45","Lombre","Pokemon","Stage 1","60","Water","1","Uncommon","Double Scratch: Cost=[], Damage=30×, Text=Flip 2 coins. This attack does 30 damage times the number of heads."
"ex2-46","Lombre","Pokemon","Stage 1","70","Water","1","Uncommon","Surprise: Cost=[], Damage=10, Text=Choose 1 card from your opponent's hand without looking. Look at the card you chose, then have your opponent shuffle that card into his or her deck. | Fury Swipes: Cost=[], Damage=20×, Text=Flip 3 coins. This attack does 20 damages times the number of heads."
"ex2-47","Murkrow","Pokemon","Basic","60","Darkness","1","Uncommon","Surprise: Cost=[], Damage=, Text=Choose 1 card from your opponent's hand without looking. Look at the card you chose, then have your opponent shuffle that card into his or her deck. | Dark Mind: Cost=[], Damage=20, Text=Does 10 damage to 1 of your opponent's Benched Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.)"
"ex2-48","Nuzleaf","Pokemon","Stage 1","80","Grass","1","Uncommon","Steady Punch: Cost=[], Damage=20+, Text=Flip a coin. If heads, this attack does 20 damage plus 10 more damage. | Razor Leaf: Cost=[], Damage=40, Text="
"ex2-49","Nuzleaf","Pokemon","Stage 1","80","Grass","1","Uncommon","Stun Spore: Cost=[], Damage=20, Text=Flip a coin. If heads, the Defending Pokemon is now Paralyzed. | Razor Wind: Cost=[], Damage=60, Text=Flip a coin. If tails, this attack does nothing."
"ex2-50","Pelipper","Pokemon","Stage 1","70","Water","","Uncommon","Water Gun: Cost=[], Damage=30+, Text=This attack does 30 damage plus 10 more damage for each Water Energy attached to Pelipper but not used to pay for this attack's Energy cost. You can't add more than 20 damage in this way."
"ex2-51","Quilava","Pokemon","Stage 1","80","Fire","2","Uncommon","Slash: Cost=[], Damage=20, Text= | Burning Claw: Cost=[], Damage=40, Text=You may discard a Fire Energy card attached to Quilava. If you do, the Defending Pokemon is now Burned."
"ex2-52","Vigoroth","Pokemon","Stage 1","70","Colorless","1","Uncommon","Focus Energy: Cost=[], Damage=, Text=During your next turn, base damage of Vigoroth's Slash is attack is 90 instead of 40. | Slash: Cost=[], Damage=40, Text="
"ex2-53","Volbeat","Pokemon","Basic","60","Grass","1","Uncommon","Toxic Vibration: Cost=[], Damage=, Text=Flip a coin. If heads, the Defending Pokemon is now Poisoned. If tails, the Defending Pokemon is now Asleep. | Pester: Cost=[], Damage=20+, Text=If the Defending Pokemon is affected by a Special Condition, this attack does 20 damage plus 20 more damage."
"ex2-54","Wynaut","Pokemon","Basic","50","Psychic","1","Uncommon","Alluring Smile: Cost=[], Damage=, Text=Search your deck for a Basic Pokemon card or Evolution card for each Energy attached to Wynaut, show them to your opponent, and put them into your hand. Shuffle your deck afterward."
"ex2-55","Xatu","Pokemon","Stage 1","70","Psychic","","Uncommon","Psyimpact: Cost=[], Damage=, Text=Put 1 damage counter on each of your opponent's Pokemon."
"ex2-56","Aron","Pokemon","Basic","50","Metal","1","Common","Steel Headbutt: Cost=[], Damage=20+, Text=Flip a coin. If heads, this attack does 20 damage plus 20 more damage."
"ex2-57","Cacnea","Pokemon","Basic","50","Grass","1","Common","Light Punch: Cost=[], Damage=10, Text="
"ex2-58","Cacnea","Pokemon","Basic","50","Grass","1","Common","Poison Sting: Cost=[], Damage=10, Text=Flip a coin. If heads, the Defending Pokemon is now Poisoned."
"ex2-59","Cyndaquil","Pokemon","Basic","50","Fire","1","Common","Tackle: Cost=[], Damage=10, Text= | Singe: Cost=[], Damage=, Text=Flip a coin. If heads, the Defending Pokemon is now Burned."
"ex2-60","Dunsparce","Pokemon","Basic","50","Colorless","1","Common","Strike and Run: Cost=[], Damage=, Text=Search your deck for up to 3 Basic Pokemon and put them onto your Bench. Shuffle your deck afterward. You may switch Dunsparce with 1 of your Benched Pokemon. | Sudden Flash: Cost=[], Damage=10, Text=Flip a coin. If heads, each Defending Pokemon is now Paralyzed."
"ex2-61","Duskull","Pokemon","Basic","40","Psychic","1","Common","Surprise: Cost=[], Damage=, Text=Choose 1 card from your opponent's hand without looking. Look at the card you chose, then have your opponent shuffle that card into his or her deck. | Confuse Ray: Cost=[], Damage=, Text=Flip a coin. If heads, the Defending Pokemon is now Confused."
"ex2-62","Duskull","Pokemon","Basic","40","Psychic","1","Common","Haunt: Cost=[], Damage=, Text=Put 1 damage counter on the Defending Pokemon. | Dark Mind: Cost=[], Damage=10, Text=Does 10 damage to 1 of your opponent's Benched Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.)"
"ex2-63","Eevee","Pokemon","Basic","50","Colorless","1","Common","Signs of Evolution: Cost=[], Damage=, Text=Search your deck for up to 3 cards that evolve from Eevee, show them to your opponent, and put them into your hand. Shuffle your deck afterward. | Quick Attack: Cost=[], Damage=10+, Text=Flip a coin. If heads, this attack does 10 damage plus 10 more damage."
"ex2-64","Ekans","Pokemon","Basic","50","Grass","1","Common","Bind: Cost=[], Damage=10, Text=Flip a coin. If heads, the Defending Pokemon is now Paralyzed."
"ex2-65","Growlithe","Pokemon","Basic","50","Fire","1","Common","Flare: Cost=[], Damage=20, Text="
"ex2-66","Lotad","Pokemon","Basic","40","Water","1","Common","Ram: Cost=[], Damage=10, Text="
"ex2-67","Lotad","Pokemon","Basic","50","Water","1","Common","Tackle: Cost=[], Damage=10, Text= | Blot: Cost=[], Damage=20, Text=Remove 1 damage counter from Lotad."
"ex2-68","Marill","Pokemon","Basic","50","Water","1","Common","Double Bubble: Cost=[], Damage=10×, Text=Flip 2 coins. This attack does 10 damage times the number of heads. If either of the coins is heads, the Defending Pokemon is now Paralyzed."
"ex2-69","Natu","Pokemon","Basic","50","Psychic","1","Common","Peck: Cost=[], Damage=10, Text= | Soothing Wave: Cost=[], Damage=, Text=Each Defending Pokemon is now Asleep."
"ex2-70","Omanyte","Pokemon","Stage 1","70","Water","1","Common","Team Assembly: Cost=[], Damage=, Text=Search your deck for Omanyte, Kabuto, or any Basic Pokemon and put as many of them as you like onto your Bench. Shuffle your deck afterward. Treat the new Benched Pokemon as Basic Pokemon. | Bind: Cost=[], Damage=20, Text=Flip a coin. If heads, the Defending Pokemon is now Paralyzed."
"ex2-71","Onix","Pokemon","Basic","80","Fighting","3","Common","Bind: Cost=[], Damage=10, Text=Flip a coin. If heads, the Defending Pokemon is now Paralyzed. | Rage: Cost=[], Damage=10+, Text=Does 10 damage plus 10 more damage for each damage counter on Onix."
"ex2-72","Pikachu","Pokemon","Basic","50","Lightning","1","Common","Scratch: Cost=[], Damage=10, Text= | Pika Bolt: Cost=[], Damage=40, Text="
"ex2-73","Psyduck","Pokemon","Basic","50","Water","1","Common","Confusion Wave: Cost=[], Damage=, Text=Both Psyduck and the Defending Pokemon are now Confused."
"ex2-74","Ralts","Pokemon","Basic","50","Psychic","1","Common","Hypnosis: Cost=[], Damage=, Text=The Defending Pokemon is now Asleep. | Psychic Boom: Cost=[], Damage=10×, Text=Does 10 damage times the amount of Energy attached to the Defending Pokemon."
"ex2-75","Sandshrew","Pokemon","Basic","50","Fighting","1","Common","Poison Needle: Cost=[], Damage=10, Text=Flip a coin. If heads, the Defending Pokemon is now Poisoned."
"ex2-76","Seedot","Pokemon","Basic","40","Grass","1","Common","Surprise Attack: Cost=[], Damage=30, Text=Flip a coin. If tails, this attack does nothing."
"ex2-77","Seedot","Pokemon","Basic","40","Grass","1","Common","Tackle: Cost=[], Damage=10, Text="
"ex2-78","Shroomish","Pokemon","Basic","40","Grass","1","Common","Growth Spurt: Cost=[], Damage=, Text=Attach a Grass Energy card from your hand to Shroomish. | Poisonpowder: Cost=[], Damage=10, Text=The Defending Pokemon is now Poisoned."
"ex2-79","Skitty","Pokemon","Basic","50","Colorless","1","Common","Energy Catch: Cost=[], Damage=, Text=Search your discard pile for a basic Energy card, show it to your opponent, and put it into your hand. | Double-edge: Cost=[], Damage=30, Text=Skitty does 10 damage to itself."
"ex2-80","Slakoth","Pokemon","Basic","40","Colorless","1","Common","Lazy Punch: Cost=[], Damage=10, Text=Slakoth can't attack during your next turn."
"ex2-81","Spearow","Pokemon","Basic","40","Colorless","1","Common","Super Speed: Cost=[], Damage=, Text=Flip a coin. If heads, prevent all effects of an attack, including damage, done to Spearow during your opponent's next turn. | Peck: Cost=[], Damage=10, Text="
"ex2-82","Trapinch","Pokemon","Basic","40","Fighting","1","Common","Sand Pit: Cost=[], Damage=10, Text=The Defending Pokemon can't retreat until the end of your opponent's next turn. | Irongrip: Cost=[], Damage=20, Text="
"ex2-83","Wailmer","Pokemon","Basic","80","Water","3","Common","Rollout: Cost=[], Damage=20, Text= | Super Hypno Wave: Cost=[], Damage=30, Text=The Defending Pokemon is now Asleep."
"ex2-84","Wingull","Pokemon","Basic","40","Water","1","Common","Supersonic: Cost=[], Damage=, Text=Flip a coin. If heads, the Defending Pokemon is now Confused."
"ex2-85","Zigzagoon","Pokemon","Basic","40","Colorless","1","Common","Collect: Cost=[], Damage=, Text=Draw a card. | Headbutt: Cost=[], Damage=20, Text="
"ex2-86","Double Full Heal","Trainer","Item",,"","","Uncommon",""
"ex2-87","Lanette's Net Search","Trainer","Supporter",,"","","Uncommon",""
"ex2-88","Rare Candy","Trainer","Item",,"","","Uncommon",""
"ex2-89","Wally's Training","Trainer","Supporter",,"","","Uncommon",""
"ex2-90","Claw Fossil","Trainer","Item","40","","","Common",""
"ex2-91","Mysterious Fossil","Trainer","Item","10","","","Common",""
"ex2-92","Root Fossil","Trainer","Item","40","","","Common",""
"ex2-93","Multi Energy","Energy","Special",,"","","Rare",""
