"ID","Name","Supertype","Subtypes","HP","Types","RetreatCost","Rarity"
"sv6-71","Heliolisk","Pokemon","Stage 1","100","Lightning","1","Common"
"sv6-72","Morpeko","Pokemon","Basic","70","Lightning","1","Uncommon"
"sv6-73","Tadbulb","Pokemon","Basic","50","Lightning","1","Common"
"sv6-74","Bellibolt","Pokemon","Stage 1","140","Lightning","3","Uncommon"
"sv6-75","Wattrel","Pokemon","Basic","60","Lightning","1","Common"
"sv6-76","Kilowattrel","Pokemon","Stage 1","120","Lightning","1","Uncommon"
"sv6-78","Clefairy","Pokemon","Basic","60","Psychic","1","Common"
"sv6-79","Clefable","Pokemon","Stage 1","120","Psychic","2","Uncommon"
"sv6-80","Abra","Pokemon","Basic","40","Psychic","1","Common"
"sv6-81","Kadabra","Pokemon","Stage 1","80","Psychic","1","Common"
"sv6-82","Alakazam","Pokemon","Stage 2","140","Psychic","1","Rare"
"sv6-83","Girafarig","Pokemon","Basic","100","Psychic","1","Common"
"sv6-84","Farigiraf","Pokemon","Stage 1","140","Psychic","2","Uncommon"
"sv6-85","Chimecho","Pokemon","Basic","70","Psychic","1","Common"
"sv6-86","Flabebe","Pokemon","Basic","40","Psychic","1","Common"
"sv6-87","Floette","Pokemon","Stage 1","70","Psychic","1","Common"
"sv6-88","Florges","Pokemon","Stage 2","140","Psychic","2","Uncommon"
"sv6-89","Swirlix","Pokemon","Basic","50","Psychic","1","Common"
"sv6-90","Slurpuff","Pokemon","Stage 1","120","Psychic","2","Uncommon"
"sv6-91","Sandygast","Pokemon","Basic","90","Psychic","3","Common"
"sv6-92","Palossand","Pokemon","Stage 1","150","Psychic","4","Common"
"sv6-93","Enamorus","Pokemon","Basic","120","Psychic","1","Rare"
"sv6-95","Munkidori","Pokemon","Basic","110","Psychic","1","Rare"
"sv6-96","Fezandipiti","Pokemon","Basic","120","Psychic","1","Rare"
"sv6-97","Sandshrew","Pokemon","Basic","60","Fighting","1","Common"
"sv6-98","Sandslash","Pokemon","Stage 1","120","Fighting","1","Uncommon"
"sv6-99","Hisuian Growlithe","Pokemon","Basic","80","Fighting","2","Common"
"sv6-100","Hisuian Arcanine","Pokemon","Stage 1","130","Fighting","2","Rare"
"sv6-101","Nosepass","Pokemon","Basic","80","Fighting","3","Common"
"sv6-102","Probopass","Pokemon","Stage 1","140","Fighting","3","Uncommon"
"sv6-103","Timburr","Pokemon","Basic","80","Fighting","2","Common"
"sv6-104","Gurdurr","Pokemon","Stage 1","100","Fighting","2","Common"
"sv6-105","Conkeldurr","Pokemon","Stage 2","180","Fighting","3","Uncommon"
"sv6-107","Hawlucha","Pokemon","Basic","70","Fighting","1","Common"
"sv6-108","Glimmet","Pokemon","Basic","60","Fighting","1","Common"
"sv6-109","Glimmora","Pokemon","Stage 1","130","Fighting","3","Uncommon"
"sv6-110","Ting-Lu","Pokemon","Basic","140","Fighting","3","Rare"
"sv6-111","Okidogi","Pokemon","Basic","130","Fighting","2","Rare"
"sv6-113","Poochyena","Pokemon","Basic","70","Darkness","1","Common"
"sv6-114","Mightyena","Pokemon","Stage 1","120","Darkness","1","Uncommon"
"sv6-115","Venipede","Pokemon","Basic","80","Darkness","3","Common"
"sv6-116","Whirlipede","Pokemon","Stage 1","100","Darkness","3","Common"
"sv6-117","Scolipede","Pokemon","Stage 2","170","Darkness","3","Uncommon"
"sv6-118","Brute Bonnet","Pokemon","Basic, Ancient","120","Darkness","3","Uncommon"
"sv6-119","Skarmory","Pokemon","Basic","120","Metal","2","Common"
"sv6-120","Aron","Pokemon","Basic","70","Metal","2","Common"
"sv6-121","Lairon","Pokemon","Stage 1","110","Metal","3","Common"
"sv6-122","Aggron","Pokemon","Stage 2","180","Metal","3","Uncommon"
"sv6-123","Heatran","Pokemon","Basic","140","Metal","4","Rare"
"sv6-124","Varoom","Pokemon","Basic","70","Metal","2","Common"
"sv6-125","Revavroom","Pokemon","Stage 1","140","Metal","2","Uncommon"
"sv6-126","Applin","Pokemon","Basic","40","Dragon","1","Common"
"sv6-127","Dipplin","Pokemon","Stage 1","80","Dragon","2","Uncommon"
"sv6-128","Dreepy","Pokemon","Basic","70","Dragon","1","Common"
"sv6-129","Drakloak","Pokemon","Stage 1","90","Dragon","1","Common"
"sv6-131","Tatsugiri","Pokemon","Basic","70","Dragon","1","Uncommon"
"sv6-132","Farfetch'd","Pokemon","Basic","70","Colorless","1","Common"
"sv6-133","Chansey","Pokemon","Basic","120","Colorless","2","Common"
"sv6-135","Eevee","Pokemon","Basic","50","Colorless","1","Common"
"sv6-136","Snorlax","Pokemon","Basic","160","Colorless","4","Uncommon"
"sv6-137","Aipom","Pokemon","Basic","60","Colorless","1","Common"
"sv6-138","Ambipom","Pokemon","Stage 1","110","Colorless","1","Uncommon"
"sv6-139","Ducklett","Pokemon","Basic","60","Colorless","1","Common"
"sv6-140","Swanna","Pokemon","Stage 1","110","Colorless","1","Uncommon"
"sv6-142","Accompanying Flute","Trainer","Item",,"","","Uncommon"
"sv6-143","Bug Catching Set","Trainer","Item",,"","","Uncommon"
"sv6-144","Caretaker","Trainer","Supporter",,"","","Common"
"sv6-145","Carmine","Trainer","Supporter",,"","","Uncommon"
"sv6-146","Community Center","Trainer","Stadium",,"","","Uncommon"
"sv6-147","Cook","Trainer","Supporter",,"","","Uncommon"
"sv6-148","Enhanced Hammer","Trainer","Item",,"","","Uncommon"
"sv6-149","Festival Grounds","Trainer","Stadium",,"","","Uncommon"
"sv6-150","Handheld Fan","Trainer","Pokemon Tool",,"","","Uncommon"
"sv6-151","Hassel","Trainer","Supporter",,"","","Uncommon"
"sv6-153","Jamming Tower","Trainer","Stadium",,"","","Uncommon"
"sv6-154","Kieran","Trainer","Supporter",,"","","Uncommon"
"sv6-155","Lana's Aid","Trainer","Supporter",,"","","Uncommon"
"sv6-156","Love Ball","Trainer","Item",,"","","Uncommon"
"sv6-157","Lucian","Trainer","Supporter",,"","","Uncommon"
"sv6-158","Lucky Helmet","Trainer","Pokemon Tool",,"","","Uncommon"
"sv6-159","Ogre's Mask","Trainer","Item",,"","","Uncommon"
"sv6-160","Perrin","Trainer","Supporter",,"","","Uncommon"
"sv6-161","Raifort","Trainer","Supporter",,"","","Uncommon"
"sv6-166","Boomerang Energy","Energy","Special",,"","","Uncommon"
