"ID","Name","Supertype","Subtypes","HP","Types","RetreatCost","Rarity","Attacks"
"bw10-41","Sigilyph","Pokemon","Basic","90","Psychic","1","Rare Holo","Cutting Wind: Cost=[], Damage=70, Text="
"bw10-42","Solosis","Pokemon","Basic","30","Psychic","1","Common","Hide: Cost=[], Damage=, Text=Flip a coin. If heads, prevent all effects of attacks, including damage, done to this Pokemon during your opponent's next turn."
"bw10-43","Duosion","Pokemon","Stage 1","60","Psychic","1","Uncommon","Focused Wish: Cost=[], Damage=20+, Text=Flip a coin. If heads, this attack does 20 more damage."
"bw10-44","Reuniclus","Pokemon","Stage 2","100","Psychic","2","Rare","Barrier Attack: Cost=[], Damage=30, Text=During your opponent's next turn, any damage done to this Pokemon by attacks is reduced by 30 (after applying Weakness and Resistance). | Telekinesis of Nobility: Cost=[], Damage=70, Text=Switch this Pokemon with 1 of your Benched Pokemon."
"bw10-45","Golett","Pokemon","Basic","80","Psychic","3","Common","Beat: Cost=[], Damage=10, Text= | Mega Punch: Cost=[], Damage=50, Text="
"bw10-46","Golurk","Pokemon","Stage 1","130","Psychic","4","Rare Holo","Iron Fist of Justice: Cost=[], Damage=60, Text=If you have any Team Plasma Pokemon in play, this attack does nothing. | Shadow Punch: Cost=[], Damage=80, Text=This attack's damage isn't affected by Resistance."
"bw10-47","Machop","Pokemon","Basic","60","Fighting","3","Common","Low Kick: Cost=[], Damage=30, Text="
"bw10-48","Machoke","Pokemon","Stage 1","90","Fighting","3","Uncommon","Last-Chance Chop: Cost=[], Damage=20+, Text=If this Pokemon's remaining HP is 10, this attack does 70 more damage. | Seismic Toss: Cost=[], Damage=60, Text="
"bw10-49","Machamp","Pokemon","Stage 2","150","Fighting","3","Rare Holo","Close Combat: Cost=[], Damage=120, Text=Flip a coin. If tails, during your opponent's next turn, any damage done to this Pokemon by attacks is increased by 30 (after applying Weakness and Resistance)."
"bw10-50","Machamp","Pokemon","Stage 2","140","Fighting","3","Rare","Knock Off: Cost=[], Damage=60, Text=Discard a random card from your opponent's hand. | Reinforced Lariat: Cost=[], Damage=80+, Text=If this Pokemon has a Pokemon Tool card attached to it, this attack does 40 more damage."
"bw10-51","Throh","Pokemon","Basic","100","Fighting","3","Common","Freestyle Strike: Cost=[], Damage=30×, Text=Flip 2 coins. This attack does 30 damage times the number of heads. | Shoulder Throw: Cost=[], Damage=80-, Text=Does 80 damage minus 20 damage for each Colorless in the Defending Pokemon's Retreat Cost."
"bw10-52","Sawk","Pokemon","Basic","90","Fighting","1","Common","Kick of Righteousness: Cost=[], Damage=10+, Text=If the Defending Pokemon is a Team Plasma Pokemon, this attack does 40 more damage. | Low Sweep: Cost=[], Damage=60, Text="
"bw10-53","Archen","Pokemon","Restored","70","Fighting","1","Uncommon","Wing Attack: Cost=[], Damage=20, Text="
"bw10-54","Archeops","Pokemon","Stage 1","120","Fighting","","Rare Holo","Acrobatics: Cost=[], Damage=20+, Text=Flip 2 coins. This attack does 20 more damage for each heads. | Swift Dive: Cost=[], Damage=100, Text=If this Pokemon's remaining HP is 50 or less, this attack's base damage is 50."
"bw10-55","Houndour","Pokemon","Basic","60","Darkness","1","Common","Roar: Cost=[], Damage=, Text=Your opponent switches the Defending Pokemon with 1 of his or her Benched Pokemon. | Ambush: Cost=[], Damage=20+, Text=Flip a coin. If heads, this attack does 10 more damage."
"bw10-56","Houndoom","Pokemon","Stage 1","100","Darkness","1","Rare Holo","Dark Clamp: Cost=[], Damage=30, Text=The Defending Pokemon can't retreat during your opponent's next turn. | Blazing Claws: Cost=[], Damage=60+, Text=If the Defending Pokemon is a Team Plasma Pokemon, this attack does 60 more damage, and the Defending Pokemon is now Burned."
"bw10-57","Aron","Pokemon","Basic","60","Metal","2","Common","Iron Head: Cost=[], Damage=10×, Text=Flip a coin until you get tails. This attack does 10 damage times the number of heads. | Headbutt: Cost=[], Damage=30, Text="
"bw10-58","Lairon","Pokemon","Stage 1","90","Metal","4","Uncommon","Metal Claw: Cost=[], Damage=20, Text= | Iron Head: Cost=[], Damage=50×, Text=Flip a coin until you get tails. This attack does 50 damage times the number of heads."
"bw10-59","Aggron","Pokemon","Stage 2","140","Metal","4","Rare","Knock Back: Cost=[], Damage=50, Text=Your opponent switches the Defending Pokemon with 1 of his or her Benched Pokemon. | Aura of the Land: Cost=[], Damage=80, Text=Does 20 damage to each Benched Pokemon (both yours and your opponent's). (Don't apply Weakness and Resistance for Benched Pokemon.)"
"bw10-61","Escavalier","Pokemon","Stage 1, Team Plasma","100","Metal","3","Rare","Steamroll: Cost=[], Damage=40, Text=Does 20 damage to 1 of your opponent's Benched Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.) | Slashing Strike: Cost=[], Damage=80, Text=This Pokemon can't use Slashing Strike during your next turn."
"bw10-62","Bagon","Pokemon","Basic","50","Dragon","1","Common","Headbutt: Cost=[], Damage=10, Text= | Dragon Claw: Cost=[], Damage=20, Text="
"bw10-63","Shelgon","Pokemon","Stage 1","80","Dragon","3","Uncommon","Knock Away: Cost=[], Damage=10+, Text=Flip a coin. If heads, this attack does 20 more damage. | Rollout: Cost=[], Damage=50, Text="
"bw10-64","Salamence","Pokemon","Stage 2","150","Dragon","4","Rare Holo","Gaia Crush: Cost=[], Damage=100, Text=Discard any Stadium card in play."
"bw10-67","Axew","Pokemon","Basic","50","Dragon","1","Common","Strong Bond: Cost=[], Damage=, Text=Search your deck for a Supporter card named Iris, reveal it, and put it into your hand. Shuffle your deck afterward. | Dragon Claw: Cost=[], Damage=20, Text="
"bw10-68","Fraxure","Pokemon","Stage 1","80","Dragon","2","Uncommon","Paralyzing Gaze: Cost=[], Damage=, Text=Flip a coin. If heads, the Defending Pokemon is now Paralyzed. | Dragon Claw: Cost=[], Damage=40, Text="
"bw10-69","Haxorus","Pokemon","Stage 2","140","Dragon","2","Rare Holo","Dragonaxe: Cost=[], Damage=40×, Text=Does 40 damage times the amount of Metal Energy attached to this Pokemon. | Strike of the Champion: Cost=[], Damage=, Text=If the Defending Pokemon is a Team Plasma Pokemon, it is Knocked Out. (If the Defending Pokemon is not a Team Plasma Pokemon, this attack does nothing.)"
"bw10-70","Druddigon","Pokemon","Basic","100","Dragon","1","Common","Big Swing: Cost=[], Damage=40, Text=Flip 2 coins. If either of them is tails, this attack does nothing. | Shred: Cost=[], Damage=60, Text=This attack's damage isn't affected by any effects on the Defending Pokemon."
"bw10-71","Kangaskhan","Pokemon","Basic","100","Colorless","2","Common","Call for Family: Cost=[], Damage=, Text=Search your deck for 2 Basic Pokemon and put them onto your Bench. Shuffle your deck afterward. | Comet Punch: Cost=[], Damage=20×, Text=Flip 4 coins. This attack does 20 damage times the number of heads."
"bw10-72","Porygon","Pokemon","Basic","60","Colorless","1","Common","Tackle: Cost=[], Damage=10, Text="
"bw10-73","Porygon2","Pokemon","Stage 1","80","Colorless","1","Uncommon","Destructive Beam: Cost=[], Damage=30, Text=Flip a coin. If heads, discard an Energy attached to the Defending Pokemon."
"bw10-74","Porygon-Z","Pokemon","Stage 2, Team Plasma","130","Colorless","1","Rare Holo","Tri Attack: Cost=[], Damage=50×, Text=Flip 3 coins. This attack does 50 damage times the number of heads."
"bw10-75","Teddiursa","Pokemon","Basic","70","Colorless","2","Common","Fury Swipes: Cost=[], Damage=10×, Text=Flip 3 coins. This attack does 10 damage times the number of heads."
"bw10-76","Ursaring","Pokemon","Stage 1, Team Plasma","130","Colorless","3","Uncommon","Adrenalash: Cost=[], Damage=50, Text=During your next turn, each of this Pokemon's attacks does 50 more damage (before applying Weakness and Resistance). | Strength: Cost=[], Damage=80, Text="
"bw10-77","Chatot","Pokemon","Basic, Team Plasma","60","Colorless","1","Uncommon","Misinformation: Cost=[], Damage=, Text=Discard all Pokemon Tool cards attached to each of your opponent's Pokemon. | Tone-Deaf: Cost=[], Damage=20, Text=The Defending Pokemon is now Confused."
"bw10-78","Caitlin","Trainer","Supporter",,"","","Uncommon",""
"bw10-79","Cover Fossil","Trainer","Item",,"","","Uncommon",""
"bw10-80","Energy Retrieval","Trainer","Item",,"","","Uncommon",""
"bw10-81","Iris","Trainer","Supporter",,"","","Uncommon",""
"bw10-82","Plume Fossil","Trainer","Item",,"","","Uncommon",""
"bw10-83","Pokemon Catcher","Trainer","Item",,"","","Uncommon",""
"bw10-84","Professor Juniper","Trainer","Supporter",,"","","Uncommon",""
"bw10-85","Rare Candy","Trainer","Item",,"","","Uncommon",""
"bw10-86","Reversal Trigger","Trainer","Pokemon Tool, Team Plasma",,"","","Uncommon",""
"bw10-87","Root Fossil Lileep","Trainer","Item",,"","","Uncommon",""
"bw10-88","Silver Bangle","Trainer","Pokemon Tool",,"","","Uncommon",""
"bw10-89","Silver Mirror","Trainer","Pokemon Tool",,"","","Uncommon",""
"bw10-90","Ultra Ball","Trainer","Item",,"","","Uncommon",""
"bw10-91","Plasma Energy","Energy","Special, Team Plasma",,"","","Uncommon",""
