"ID","Name","Supertype","Subtypes","HP","Types","RetreatCost","RTCOST","Rarity"
"dp5-31","Toxicroak","Pokemon","Stage 1","90","Psychic","Colorless","1","Rare"
"dp5-32","Umbreon","Pokemon","Stage 1","80","Darkness","Colorless","1","Rare"
"dp5-33","Unown [P]","Pokemon","Basic","50","Psychic","Colorless","1","Rare"
"dp5-34","Vaporeon","Pokemon","Stage 1","90","Water","Colorless","1","Rare"
"dp5-35","Ambipom","Pokemon","Stage 1","80","Colorless","Colorless","1","Uncommon"
"dp5-36","Fearow","Pokemon","Stage 1","80","Colorless","","0","Uncommon"
"dp5-37","Grotle","Pokemon","Stage 1","90","Grass","Colorless, Colorless, Colorless","3","Uncommon"
"dp5-38","Kangaskhan","Pokemon","Basic","90","Colorless","Colorless, Colorless, Colorless","3","Uncommon"
"dp5-39","Lickitung","Pokemon","Basic","70","Colorless","Colorless, Colorless","2","Uncommon"
"dp5-40","Manectric","Pokemon","Stage 1","80","Lightning","","0","Uncommon"
"dp5-41","Monferno","Pokemon","Stage 1","70","Fire","","0","Uncommon"
"dp5-42","Mothim","Pokemon","Stage 1","80","Grass","","0","Uncommon"
"dp5-43","Pachirisu","Pokemon","Basic","70","Lightning","Colorless","1","Uncommon"
"dp5-44","Prinplup","Pokemon","Stage 1","80","Water","Colorless","1","Uncommon"
"dp5-45","Raichu","Pokemon","Stage 1","90","Lightning","","0","Uncommon"
"dp5-46","Scyther","Pokemon","Basic","70","Grass","Colorless","1","Uncommon"
"dp5-47","Staravia","Pokemon","Stage 1","80","Colorless","","0","Uncommon"
"dp5-48","Sudowoodo","Pokemon","Basic","80","Fighting","Colorless, Colorless","2","Uncommon"
"dp5-49","Unown [Q]","Pokemon","Basic","30","Psychic","","0","Uncommon"
"dp5-50","Aipom","Pokemon","Basic","60","Colorless","Colorless","1","Common"
"dp5-51","Aipom","Pokemon","Basic","60","Colorless","Colorless","1","Common"
"dp5-52","Bronzor","Pokemon","Basic","50","Psychic","Colorless","1","Common"
"dp5-53","Buneary","Pokemon","Basic","50","Colorless","Colorless","1","Common"
"dp5-54","Burmy Sandy Cloak","Pokemon","Basic","50","Grass","Colorless","1","Common"
"dp5-55","Chatot","Pokemon","Basic","60","Colorless","","0","Common"
"dp5-56","Chimchar","Pokemon","Basic","40","Fire","Colorless","1","Common"
"dp5-57","Chimchar","Pokemon","Basic","50","Fire","Colorless","1","Common"
"dp5-58","Chingling","Pokemon","Basic","40","Psychic","Colorless","1","Common"
"dp5-59","Combee","Pokemon","Basic","50","Grass","Colorless","1","Common"
"dp5-60","Croagunk","Pokemon","Basic","60","Psychic","Colorless","1","Common"
"dp5-61","Drifloon","Pokemon","Basic","60","Psychic","Colorless","1","Common"
"dp5-62","Eevee","Pokemon","Basic","60","Colorless","Colorless","1","Common"
"dp5-63","Eevee","Pokemon","Basic","60","Colorless","Colorless","1","Common"
"dp5-64","Electrike","Pokemon","Basic","60","Lightning","Colorless","1","Common"
"dp5-65","Glameow","Pokemon","Basic","60","Colorless","Colorless","1","Common"
"dp5-66","Hippopotas","Pokemon","Basic","60","Fighting","Colorless, Colorless","2","Common"
"dp5-67","Kabuto","Pokemon","Stage 1","80","Fighting","Colorless","1","Common"
"dp5-68","Munchlax","Pokemon","Basic","60","Colorless","Colorless, Colorless","2","Common"
"dp5-69","Omanyte","Pokemon","Stage 1","70","Water","Colorless","1","Common"
"dp5-70","Pikachu","Pokemon","Basic","60","Lightning","Colorless","1","Common"
"dp5-71","Piplup","Pokemon","Basic","60","Water","Colorless","1","Common"
"dp5-72","Piplup","Pokemon","Basic","50","Water","Colorless","1","Common"
"dp5-73","Shellos East Sea","Pokemon","Basic","60","Water","Colorless, Colorless","2","Common"
"dp5-74","Spearow","Pokemon","Basic","50","Colorless","Colorless","1","Common"
"dp5-75","Starly","Pokemon","Basic","50","Colorless","Colorless","1","Common"
"dp5-76","Stunky","Pokemon","Basic","60","Darkness","Colorless","1","Common"
"dp5-77","Turtwig","Pokemon","Basic","60","Grass","Colorless, Colorless","2","Common"
"dp5-78","Turtwig","Pokemon","Basic","60","Grass","Colorless, Colorless","2","Common"
"dp5-79","Dawn Stadium","Trainer","Stadium",,"","","0","Uncommon"
"dp5-80","Dusk Ball","Trainer","Item",,"","","0","Uncommon"
"dp5-81","Energy Restore","Trainer","Item",,"","","0","Uncommon"
"dp5-82","Fossil Excavator","Trainer","Supporter",,"","","0","Uncommon"
"dp5-83","Mom's Kindness","Trainer","Supporter",,"","","0","Uncommon"
"dp5-84","Old Amber","Trainer","Item","50","","","0","Uncommon"
"dp5-85","Poke Ball","Trainer","Item",,"","","0","Uncommon"
"dp5-86","Quick Ball","Trainer","Item",,"","","0","Uncommon"
"dp5-87","Super Scoop Up","Trainer","Item",,"","","0","Uncommon"
"dp5-88","Warp Point","Trainer","Item",,"","","0","Uncommon"
"dp5-89","Dome Fossil","Trainer","Item","50","","","0","Common"
"dp5-90","Energy Search","Trainer","Item",,"","","0","Common"
"dp5-91","Helix Fossil","Trainer","Item","50","","","0","Common"
"dp5-92","Call Energy","Energy","Special",,"","","0","Uncommon"
"dp5-93","Darkness Energy","Energy","Special",,"","","0","Uncommon"
"dp5-94","Health Energy","Energy","Special",,"","","0","Uncommon"
"dp5-95","Metal Energy","Energy","Special",,"","","0","Uncommon"
"dp5-96","Recover Energy","Energy","Special",,"","","0","Uncommon"
