"ID","Name","Supertype","Subtypes","HP","Types","RetreatCost","Rarity","Attacks"
"neo3-12","Porygon2","Pokemon","Stage 1","70","Colorless","1","Rare Holo","Delta Beam: Cost=[], Damage=20, Text=Flip a coin. If heads, choose whether the Defending Pokemon becomes Asleep, Confused, or Paralyzed."
"neo3-13","Raikou","Pokemon","Basic","80","Lightning","1","Rare Holo","Lightning Tackle: Cost=[], Damage=50, Text=Flip a coin. If tails, Raikou does 20 damage to itself."
"neo3-14","Suicune","Pokemon","Basic","70","Water","1","Rare Holo","Aurora Wave: Cost=[], Damage=30, Text=Flip 2 coins. If both are heads, the Defending Pokemon is now Paralyzed. If only 1 is heads, the Defending Pokemon is now Asleep."
"neo3-15","Aerodactyl","Pokemon","Stage 1","60","Fighting","2","Rare","Fly: Cost=[], Damage=30, Text=Flip a coin. If heads, during your opponent's next turn, prevent all effects of attacks, including damage, done to Aerodactyl. If tails, this attack does nothing (not even damage)."
"neo3-16","Celebi","Pokemon","Basic","50","Grass","1","Rare","Psychic Leaf: Cost=[], Damage=10+, Text=Flip a coin for each Energy attached to the Defending Pokemon. This attack does 10 damage plus 10 more damage for each heads. Remove a number of damage counters from Celebi equal to the damage done to the Defending Pokemon (after applying Weakness and Resistance). If Celebi has fewer damage counters than that, remove all of them."
"neo3-17","Entei","Pokemon","Basic","60","Fire","","Rare","Mega Flame: Cost=[], Damage=50, Text=Flip 2 coins. For each tails, discard 1 Fire Energy card from Entei, if it has any."
"neo3-18","Ho-oh","Pokemon","Basic","90","Colorless","2","Rare","Rainbow Burn: Cost=[], Damage=30+, Text=This attack does 30 damage plus 10 more damage for each type of Basic Energy card, if any, attached to Ho-Oh."
"neo3-19","Kingdra","Pokemon","Stage 2","90","Water","2","Rare","Genetic Memory: Cost=[], Damage=, Text=Use any attack from Kingdra's Basic Pokemon card or Evolution card. (Kingdra doesn't have to pay for that attack's Energy cost.) | Twister: Cost=[], Damage=50, Text=Flip 2 coins. For each heads, choose 1 Energy card attached to the Defending Pokemon, if any, and discard it. If both are tails, this attack does nothing (not even damage)."
"neo3-20","Lugia","Pokemon","Basic","90","Psychic","2","Rare","Aerowing: Cost=[], Damage=40, Text=You may flip a coin. If heads, this attack does 80 damage. If tails, this attack does nothing."
"neo3-21","Raichu","Pokemon","Stage 1","80","Lightning","1","Rare","Thundershock: Cost=[], Damage=20, Text=Flip a coin. If heads, the Defending Pokemon is now Paralyzed. | Lightning Strike: Cost=[], Damage=40, Text=You may discard all Lightning Energy cards attached to Raichu. If you do, this attack does 80 damage."
"neo3-22","Raikou","Pokemon","Basic","60","Lightning","","Rare","Lightning Spark: Cost=[], Damage=30, Text=If your opponent has any Benched Pokemon, flip a coin. If heads, choose 1 of them and this attack does 20 damage to it. (Don't apply Weakness and Resistance for Benched Pokemon.)"
"neo3-23","Skarmory","Pokemon","Basic","60","Metal","2","Rare","Fury Attack: Cost=[], Damage=10×, Text=Flip 2 coins. This attack does 10 damage times the number of heads. | Agility: Cost=[], Damage=20, Text=Flip a coin. If heads, during your opponent's next turn, prevent all effects of attacks, including damage, done to Skarmory."
"neo3-24","Sneasel","Pokemon","Basic","60","Darkness","","Rare","Swipe: Cost=[], Damage=, Text=Flip a coin. If heads, discard all Trainer cards attached to your opponent's Pokemon. | Quick Attack: Cost=[], Damage=10+, Text=Flip a coin. If heads, this attack does 10 damage plus 20 more damage."
"neo3-25","Starmie","Pokemon","Stage 1","70","Psychic","1","Rare","Confuse Ray: Cost=[], Damage=10, Text=Flip a coin. If heads, the Defending Pokemon is now Confused. | Core Stream: Cost=[], Damage=, Text=Choose an Energy type other than Colorless. This attack does 20 damage to each of your opponent's Pokemon with any Energy cards of that type attached to it. Don't apply Weakness and Resistance."
"neo3-26","Sudowoodo","Pokemon","Basic","60","Fighting","3","Rare","Slam: Cost=[], Damage=20×, Text=Flip 2 coins. This attack does 20 damage times the number of heads."
"neo3-27","Suicune","Pokemon","Basic","60","Water","","Rare","Crystal Wave: Cost=[], Damage=30+, Text=Flip a coin. If heads, this attack does 30 damage plus 10 more damage. If tails, this attack does 30 damage and, if your opponent has any Benched Pokemon, he or she chooses 1 of them and switches it with the Defending Pokemon. (Do the damage before switching the Pokemon.)"
"neo3-28","Flaaffy","Pokemon","Stage 1","70","Lightning","1","Uncommon","Electric Punch: Cost=[], Damage=20, Text= | Tail Shock: Cost=[], Damage=30, Text=Flip a coin. If heads, this attack does 10 damage to each of your opponent's Benched Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.)"
"neo3-29","Golbat","Pokemon","Stage 1","60","Grass","","Uncommon","Screech: Cost=[], Damage=, Text=Until the end of your next turn, if an attack damages the Defending Pokemon (after applying Weakness and Resistance), that attack does 20 more damage to the Defending Pokemon. | Poison Bite: Cost=[], Damage=10, Text=If this attack damages the Defending Pokemon, the Defending Pokemon is now Poisoned and you remove a number of damage counters from Golbat equal to half that damage (rounded up to the nearest 10). If Golbat has fewer damage counters than that, remove all of them. Either way, the Defending Pokemon is now Poisoned."
"neo3-30","Graveler","Pokemon","Stage 1","70","Fighting","2","Uncommon","Earthquake: Cost=[], Damage=40, Text=Does 10 damage to each of your own Benched Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.) | Rock Tumble: Cost=[], Damage=50, Text=Don't apply Resistance."
"neo3-31","Jynx","Pokemon","Basic","60","Water","1","Uncommon","Freezing Kiss Goodnight: Cost=[], Damage=, Text=The Defending Pokemon is now Asleep. | Strange Dance: Cost=[], Damage=20+, Text=Flip a coin. If heads, this attack does 20 damage plus 20 more damage and the Defending Pokemon is now Confused. If tails, this attack does 20 damage."
"neo3-32","Lanturn","Pokemon","Stage 1","80","Lightning","2","Uncommon","Blinding Light: Cost=[], Damage=30, Text=Flip a coin. If heads, the Defending Pokemon is now Confused."
"neo3-33","Magcargo","Pokemon","Stage 1","80","Fire","3","Uncommon","Lava Flow: Cost=[], Damage=40+, Text=You may discard any number of Fire Energy cards attached to Magcargo when you use this attack. If you do, this attack does 40 damage plus 20 more damage for each Fire Energy card you discarded in this way."
"neo3-34","Octillery","Pokemon","Stage 1","80","Water","2","Uncommon","Constrict: Cost=[], Damage=10, Text=Flip a coin. If heads, the Defending Pokemon is now Paralyzed. | Octazooka: Cost=[], Damage=40, Text=Flip a coin. If heads, whenever the Defending Pokemon attacks, your opponent flips a coin. If tails, that attack does nothing. (Benching or evolving that Pokemon ends this effect.)"
"neo3-35","Parasect","Pokemon","Stage 1","60","Grass","2","Uncommon","Sleep Pinchers: Cost=[], Damage=30, Text=Flip a coin. If heads, the Defending Pokemon is now Asleep."
"neo3-36","Piloswine","Pokemon","Stage 1","90","Fighting","3","Uncommon","Nap: Cost=[], Damage=, Text=Remove 3 damage counters from Piloswine. If it has fewer damage counters than that, remove all of them. | High-Speed Charge: Cost=[], Damage=80, Text=Piloswine does 30 damage to itself. Piloswine can't use this attack during your next turn."
"neo3-37","Seaking","Pokemon","Stage 1","70","Water","1","Uncommon","Rising Lunge: Cost=[], Damage=10+, Text=Flip a coin. If heads, this attack does 10 damage plus 10 more damage. If tails, this attack does 10 damage. | Horn Swipe: Cost=[], Damage=20+, Text=Flip 2 coins. If both are heads, this attack does 20 damage plus 40 more damage. If 1 or both of them are tails, this attack does 20 damage."
"neo3-38","Stantler","Pokemon","Basic","60","Colorless","1","Uncommon","Terrorize: Cost=[], Damage=, Text=If the Defending Pokemon is a Basic Pokemon, choose 1 of its attacks. That Pokemon can't use that attack during your opponent's next turn. | Overhead Toss: Cost=[], Damage=30, Text=If you have any Benched Pokemon, flip a coin. If tails, this attack does 10 damage to 1 of them. (Don't apply Weakness and Resistance for Benched Pokemon.)"
"neo3-39","Unown [B]","Pokemon","Basic","50","Psychic","1","Uncommon","Hidden Power: Cost=[], Damage=10, Text="
"neo3-40","Unown [Y]","Pokemon","Basic","40","Psychic","1","Uncommon","Hidden Power: Cost=[], Damage=10, Text="
"neo3-41","Aipom","Pokemon","Basic","40","Colorless","","Common","Grab: Cost=[], Damage=, Text=Choose a Trainer card attached to 1 of your opponent's Pokemon. Your opponent shuffles that card into his or her deck. | Tail Punch: Cost=[], Damage=20, Text="
"neo3-42","Chinchou","Pokemon","Basic","50","Lightning","1","Common","Positive Ion: Cost=[], Damage=10+, Text=Flip a coin. If heads, this attack does 10 damage plus 10 more damage. If tails, this attack does 10 damage. | Negative Ion: Cost=[], Damage=10, Text=If the Defending Pokemon attacks Chinchou during your opponent's next turn, any damage done to Chinchou is reduced by 10 (before applying Weakness and Resistance). (Benching or evolving either Pokemon ends this effect.)"
"neo3-43","Farfetch'd","Pokemon","Basic","50","Colorless","1","Common","Gust: Cost=[], Damage=10, Text= | Leek Jab: Cost=[], Damage=40, Text=This attack can't be used during your next turn. (Benching Farfetch'd ends this effect.)"
"neo3-44","Geodude","Pokemon","Basic","40","Fighting","1","Common","Knuckle Punch: Cost=[], Damage=20, Text="
"neo3-45","Goldeen","Pokemon","Basic","40","Water","","Common","Fin Smack: Cost=[], Damage=10×, Text=Flip 2 coins. This attack does 10 damage times the number of heads."
"neo3-46","Murkrow","Pokemon","Basic","40","Darkness","","Common","Call for Family: Cost=[], Damage=, Text=Search your deck for a Basic Pokemon card named Murkrow and put it onto your Bench. Shuffle your deck afterward. (You can't use this attack if your Bench is full.) | Flock Attack: Cost=[], Damage=10+, Text=Flip a number of coins equal to the number of Murkrows on your Bench. This attack does 10 damage plus 10 more damage for each heads."
"neo3-47","Paras","Pokemon","Basic","40","Grass","1","Common","Sleep Spore: Cost=[], Damage=10, Text=Flip a coin. If heads, the Defending Pokemon is now Asleep. | Scratch: Cost=[], Damage=20, Text="
"neo3-48","Quagsire","Pokemon","Stage 1","70","Water","2","Common","Mud Slap: Cost=[], Damage=30, Text= | Whirlpool: Cost=[], Damage=40, Text=If the Defending Pokemon has any Energy cards attached to it, choose 1 of them and discard it."
"neo3-49","Qwilfish","Pokemon","Basic","60","Water","1","Common","Poison Sting: Cost=[], Damage=10, Text=Flip a coin. If heads, the Defending Pokemon is now Poisoned. | Needle Storm: Cost=[], Damage=20×, Text=Flip a coin until you get tails. This attack does 20 damage times the number of heads you get."
"neo3-50","Remoraid","Pokemon","Basic","40","Water","","Common","Sharpshooting: Cost=[], Damage=, Text=Flip a coin. If heads, choose 1 of your opponent's Pokemon. This attack does 20 damage to that Pokemon. Don't apply Weakness and Resistance."
"neo3-51","Shuckle","Pokemon","Basic","40","Fighting","1","Common","Toxic Saliva: Cost=[], Damage=, Text=Flip a coin. If heads, the Defending Pokemon is now Poisoned. It now takes 20 Poison damage instead of 10 after each player's turn (even if it was already Poisoned)."
"neo3-52","Skiploom","Pokemon","Stage 1","60","Grass","","Common","Hop: Cost=[], Damage=20, Text= | Mysterious Powder: Cost=[], Damage=10, Text=Flip a coin. If heads, the Defending Pokemon is now Confused."
"neo3-53","Slugma","Pokemon","Basic","50","Fire","2","Common","Flare: Cost=[], Damage=10, Text= | Magma Ring: Cost=[], Damage=20, Text=The Defending Pokemon can't retreat during your opponent's next turn."
"neo3-54","Smoochum","Pokemon","Baby","30","Psychic","","Common","Psykiss: Cost=[], Damage=, Text=Flip a coin. If heads, choose a Special Energy card attached to 1 of your opponent's Pokemon. Your opponent shuffles that card into his or her deck."
"neo3-55","Snubbull","Pokemon","Basic","50","Colorless","1","Common","Bite: Cost=[], Damage=10, Text= | Raging Headbutt: Cost=[], Damage=10+, Text=Flip a coin. If heads, this attack does 10 damage plus 10 damage times the number of damage counters on Snubbull. If tails, this attack does 10 damage."
"neo3-56","Staryu","Pokemon","Basic","40","Water","1","Common","Tackle: Cost=[], Damage=10, Text= | Bubblebeam: Cost=[], Damage=10, Text=Flip a coin. If heads, the Defending Pokemon is now Paralyzed."
"neo3-57","Swinub","Pokemon","Basic","40","Fighting","1","Common","Tackle: Cost=[], Damage=10, Text= | Take Down: Cost=[], Damage=30, Text=Swinub does 10 damage to itself."
"neo3-58","Unown [K]","Pokemon","Basic","40","Psychic","1","Common","Hidden Power: Cost=[], Damage=10, Text="
"neo3-59","Zubat","Pokemon","Basic","40","Grass","","Common","Bite: Cost=[], Damage=10, Text= | Poison Spray: Cost=[], Damage=, Text=The Defending Pokemon is now Poisoned."
"neo3-60","Balloon Berry","Trainer","Pokemon Tool",,"","","Uncommon",""
"neo3-61","Healing Field","Trainer","Stadium",,"","","Uncommon",""
"neo3-62","Pokemon Breeder Fields","Trainer","",,"","","Uncommon",""
"neo3-63","Rocket's Hideout","Trainer","Stadium",,"","","Uncommon",""
"neo3-64","Old Rod","Trainer","",,"","","Common",""
