"ID","Name","Supertype","Subtypes","HP","Types","RetreatCost","RTCOST","Rarity"
"sv4-81","Espathra","Pokemon","Stage 1","120","Psychic","Colorless","1","Rare"
"sv4-82","Tinkatink","Pokemon","Basic","60","Psychic","Colorless","1","Common"
"sv4-83","Tinkatink","Pokemon","Basic","70","Psychic","Colorless, Colorless","2","Common"
"sv4-84","Tinkatuff","Pokemon","Stage 1","80","Psychic","Colorless, Colorless","2","Common"
"sv4-85","Tinkaton","Pokemon","Stage 2","130","Psychic","Colorless, Colorless","2","Uncommon"
"sv4-86","Scream Tail","Pokemon","Basic, Ancient","90","Psychic","Colorless","1","Uncommon"
"sv4-87","Gimmighoul","Pokemon","Basic","50","Psychic","Colorless","1","Common"
"sv4-88","Gimmighoul","Pokemon","Basic","70","Psychic","Colorless, Colorless","2","Common"
"sv4-90","Onix","Pokemon","Basic","120","Fighting","Colorless, Colorless, Colorless, Colorless","4","Common"
"sv4-91","Gligar","Pokemon","Basic","70","Fighting","Colorless","1","Common"
"sv4-92","Gliscor","Pokemon","Stage 1","120","Fighting","Colorless, Colorless","2","Uncommon"
"sv4-93","Groudon","Pokemon","Basic","130","Fighting","Colorless, Colorless, Colorless","3","Rare"
"sv4-94","Gible","Pokemon","Basic","70","Fighting","Colorless","1","Common"
"sv4-95","Gabite","Pokemon","Stage 1","100","Fighting","Colorless","1","Common"
"sv4-96","Mienfoo","Pokemon","Basic","60","Fighting","Colorless","1","Common"
"sv4-97","Mienshao","Pokemon","Stage 1","100","Fighting","Colorless","1","Uncommon"
"sv4-99","Minior","Pokemon","Basic","70","Fighting","Colorless, Colorless","2","Uncommon"
"sv4-101","Nacli","Pokemon","Basic","60","Fighting","Colorless, Colorless","2","Common"
"sv4-102","Nacli","Pokemon","Basic","70","Fighting","Colorless, Colorless, Colorless","3","Common"
"sv4-103","Naclstack","Pokemon","Stage 1","100","Fighting","Colorless, Colorless, Colorless","3","Common"
"sv4-104","Garganacl","Pokemon","Stage 2","160","Fighting","Colorless, Colorless, Colorless, Colorless","4","Rare"
"sv4-105","Klawf","Pokemon","Basic","120","Fighting","Colorless, Colorless, Colorless","3","Uncommon"
"sv4-106","Flamigo","Pokemon","Basic","110","Fighting","Colorless","1","Common"
"sv4-107","Slither Wing","Pokemon","Basic, Ancient","140","Fighting","Colorless, Colorless, Colorless","3","Uncommon"
"sv4-109","Ting-Lu","Pokemon","Basic","140","Fighting","Colorless, Colorless, Colorless, Colorless","4","Rare"
"sv4-110","Zubat","Pokemon","Basic","50","Darkness","Colorless","1","Common"
"sv4-111","Golbat","Pokemon","Stage 1","80","Darkness","Colorless","1","Common"
"sv4-112","Crobat","Pokemon","Stage 2","130","Darkness","","0","Uncommon"
"sv4-113","Absol","Pokemon","Basic","100","Darkness","Colorless","1","Uncommon"
"sv4-114","Purrloin","Pokemon","Basic","60","Darkness","Colorless","1","Common"
"sv4-115","Liepard","Pokemon","Stage 1","100","Darkness","Colorless","1","Common"
"sv4-116","Trubbish","Pokemon","Basic","70","Darkness","Colorless, Colorless","2","Common"
"sv4-117","Garbodor","Pokemon","Stage 1","120","Darkness","Colorless, Colorless, Colorless","3","Uncommon"
"sv4-118","Yveltal","Pokemon","Basic","130","Darkness","Colorless, Colorless","2","Rare"
"sv4-119","Nickit","Pokemon","Basic","70","Darkness","Colorless","1","Common"
"sv4-120","Thievul","Pokemon","Stage 1","110","Darkness","Colorless","1","Rare"
"sv4-121","Morpeko","Pokemon","Basic","70","Darkness","Colorless","1","Rare"
"sv4-122","Lokix","Pokemon","Stage 1","120","Darkness","Colorless","1","Rare"
"sv4-123","Brute Bonnet","Pokemon","Basic, Ancient","120","Darkness","Colorless, Colorless, Colorless","3","Rare"
"sv4-125","Steelix","Pokemon","Stage 1","180","Metal","Colorless, Colorless, Colorless, Colorless","4","Rare"
"sv4-126","Jirachi","Pokemon","Basic","70","Metal","Colorless","1","Common"
"sv4-127","Ferroseed","Pokemon","Basic","70","Metal","Colorless, Colorless","2","Common"
"sv4-128","Ferrothorn","Pokemon","Stage 1","140","Metal","Colorless, Colorless, Colorless","3","Uncommon"
"sv4-129","Durant","Pokemon","Basic","70","Metal","Colorless","1","Uncommon"
"sv4-130","Honedge","Pokemon","Basic","60","Metal","Colorless","1","Common"
"sv4-131","Honedge","Pokemon","Basic","60","Metal","Colorless","1","Common"
"sv4-132","Doublade","Pokemon","Stage 1","90","Metal","Colorless, Colorless","2","Common"
"sv4-133","Doublade","Pokemon","Stage 1","90","Metal","Colorless, Colorless","2","Common"
"sv4-134","Aegislash","Pokemon","Stage 2","150","Metal","Colorless, Colorless, Colorless","3","Rare"
"sv4-136","Zacian","Pokemon","Basic","120","Metal","Colorless, Colorless","2","Rare"
"sv4-138","Orthworm","Pokemon","Basic","140","Metal","Colorless, Colorless, Colorless","3","Uncommon"
"sv4-141","Tatsugiri","Pokemon","Basic","70","Dragon","Colorless","1","Uncommon"
"sv4-142","Porygon","Pokemon","Basic","60","Colorless","Colorless","1","Common"
"sv4-143","Porygon2","Pokemon","Stage 1","90","Colorless","Colorless","1","Common"
"sv4-144","Porygon-Z","Pokemon","Stage 2","150","Colorless","Colorless, Colorless","2","Rare"
"sv4-145","Aipom","Pokemon","Basic","60","Colorless","Colorless","1","Common"
"sv4-146","Ambipom","Pokemon","Stage 1","100","Colorless","Colorless","1","Uncommon"
"sv4-147","Miltank","Pokemon","Basic","120","Colorless","Colorless, Colorless","2","Common"
"sv4-148","Whismur","Pokemon","Basic","70","Colorless","Colorless, Colorless","2","Common"
"sv4-149","Loudred","Pokemon","Stage 1","100","Colorless","Colorless, Colorless","2","Common"
"sv4-150","Exploud","Pokemon","Stage 2","160","Colorless","Colorless, Colorless, Colorless","3","Uncommon"
"sv4-151","Spinda","Pokemon","Basic","80","Colorless","Colorless","1","Common"
"sv4-152","Swablu","Pokemon","Basic","50","Colorless","Colorless","1","Common"
"sv4-153","Tandemaus","Pokemon","Basic","30","Colorless","","0","Common"
"sv4-154","Tandemaus","Pokemon","Basic","40","Colorless","Colorless","1","Common"
"sv4-157","Cyclizar","Pokemon","Basic","120","Colorless","Colorless","1","Uncommon"
"sv4-158","Iron Jugulis","Pokemon","Basic, Future","130","Colorless","Colorless, Colorless","2","Rare"
"sv4-159","Ancient Booster Energy Capsule","Trainer","Pokemon Tool, Ancient",,"","","0","Uncommon"
"sv4-160","Counter Catcher","Trainer","Item",,"","","0","Uncommon"
"sv4-161","Cursed Duster","Trainer","Pokemon Tool",,"","","0","Uncommon"
"sv4-162","Defiance Vest","Trainer","Pokemon Tool",,"","","0","Uncommon"
"sv4-163","Earthen Vessel","Trainer","Item, Ancient",,"","","0","Uncommon"
"sv4-164","Future Booster Energy Capsule","Trainer","Pokemon Tool, Future",,"","","0","Uncommon"
"sv4-165","Larry","Trainer","Supporter",,"","","0","Common"
"sv4-166","Luxurious Cape","Trainer","Pokemon Tool",,"","","0","Uncommon"
"sv4-167","Mela","Trainer","Supporter",,"","","0","Uncommon"
"sv4-168","Norman","Trainer","Supporter",,"","","0","Uncommon"
"sv4-169","Parasol Lady","Trainer","Supporter",,"","","0","Common"
"sv4-170","Professor Sada's Vitality","Trainer","Supporter, Ancient",,"","","0","Uncommon"
"sv4-171","Professor Turo's Scenario","Trainer","Supporter, Future",,"","","0","Uncommon"
"sv4-172","Rika","Trainer","Supporter",,"","","0","Uncommon"
"sv4-173","Roark","Trainer","Supporter",,"","","0","Uncommon"
"sv4-174","Shauntal","Trainer","Supporter",,"","","0","Uncommon"
"sv4-175","Snorlax Doll","Trainer","Item","120","","","0","Uncommon"
"sv4-176","Technical Machine: Blindside","Trainer","Pokemon Tool",,"","","0","Uncommon"
"sv4-177","Technical Machine: Devolution","Trainer","Pokemon Tool",,"","","0","Uncommon"
"sv4-178","Technical Machine: Evolution","Trainer","Pokemon Tool",,"","","0","Uncommon"
"sv4-179","Technical Machine: Turbo Energize","Trainer","Pokemon Tool",,"","","0","Uncommon"
"sv4-180","Techno Radar","Trainer","Item, Future",,"","","0","Uncommon"
"sv4-181","Tulip","Trainer","Supporter",,"","","0","Uncommon"
"sv4-182","Medical Energy","Energy","Special",,"","","0","Uncommon"
