"id","name","supertype","hp","types","evolvesTo","evolvesFrom","number","artist","rarity","flavorText","nationalPokedexNumbers","regulationMark","imageSmall","imageLarge","legalitiesUnlimited","legalitiesStandard","legalitiesExpanded","retreatCost","convertedRetreatCost","Ability1Name","Ability1Text","Ability1Type","Ability2Name","Ability2Text","Ability2Type","Attack1Name","Attack1Cost","Attack1ConvertedCost","Attack1Damage","Attack1Text","Attack2Name","Attack2Cost","Attack2ConvertedCost","Attack2Damage","Attack2Text","Weakness1Type","Weakness1Value"
"mcd21-15","Litten","Pokémon","70","Fire","Torracat",,"15","Akira Komayama",,"While grooming itself, it builds up fur inside its stomach. It sets the fur alight and spews fiery attacks, which change based on how it coughs.","725",,"https://images.pokemontcg.io/mcd21/15.png","https://images.pokemontcg.io/mcd21/15_hires.png","Legal",,"Legal","Colorless","1","","","","","","","Bite","Fire","1","10","","Flare","Fire, Colorless","2","20","","Water","×2"
"mcd21-16","Scorbunny","Pokémon","60","Fire","Raboot",,"16","Hitoshi Ariga",,"A warm-up of running around gets fire energy coursing through this Pokémon's body. Once that happens, it's ready to fight at full power.","813","D","https://images.pokemontcg.io/mcd21/16.png","https://images.pokemontcg.io/mcd21/16_hires.png","Legal",,"Legal","Colorless","1","","","","","","","Super Singe","Fire","1","10","Flip a coin. If heads, your opponent's Active Pokémon is now Burned.","","","","","","Water","×2"
"mcd21-17","Squirtle","Pokémon","60","Water","Wartortle",,"17","tetsuya koizumi",,"It shelters itself in its shell, then strikes back with spouts of water at every opportunity.","7",,"https://images.pokemontcg.io/mcd21/17.png","https://images.pokemontcg.io/mcd21/17_hires.png","Legal",,"Legal","Colorless","1","","","","","","","Bubble","Water","1","10","Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed.","","","","","","Grass","×2"
"mcd21-18","Totodile","Pokémon","60","Water","Croconaw",,"18","Kagemaru Himeno",,"It is small but rough and tough. It won't hesitate to take a bite out of anything that moves.","158",,"https://images.pokemontcg.io/mcd21/18.png","https://images.pokemontcg.io/mcd21/18_hires.png","Legal",,"Legal","Colorless","1","","","","","","","Fury Strikes","Water","1","10×","Flip 3 coins. This attack does 10 damage times the number of heads.","","","","","","Grass","×2"
"mcd21-19","Mudkip","Pokémon","60","Water","Marshtomp",,"19","Aya Kusube",,"To alert it, the fin on its head senses the flow of water. It has the strength to heft boulders.","258",,"https://images.pokemontcg.io/mcd21/19.png","https://images.pokemontcg.io/mcd21/19_hires.png","Legal",,"Legal","Colorless","1","","","","","","","Tackle","Water","1","10","","Mud-Slap","Water, Colorless","2","20","","Grass","×2"
"mcd21-20","Piplup","Pokémon","70","Water","Prinplup",,"20","Shibuzoh.",,"Because it is very proud, it hates accepting food from people. Its thick down guards it from cold.","393",,"https://images.pokemontcg.io/mcd21/20.png","https://images.pokemontcg.io/mcd21/20_hires.png","Legal",,"Legal","Colorless","1","","","","","","","Peck","Colorless","1","10","","Wave Splash","Water, Colorless","2","20","","Lightning","×2"
"mcd21-21","Oshawott","Pokémon","60","Water","Dewott",,"21","Ken Sugimori",,"It fights using the scalchop on its stomach. In response to an attack, it retaliates immediately by slashing.","501",,"https://images.pokemontcg.io/mcd21/21.png","https://images.pokemontcg.io/mcd21/21_hires.png","Legal",,"Legal","Colorless","1","","","","","","","Water Pulse","Water, Colorless","2","20","Flip a coin. If heads, the Defending Pokémon is now Asleep.","","","","","","Lightning","×2"
"mcd21-22","Froakie","Pokémon","60","Water","Frogadier",,"22","5ban Graphics",,"It secretes flexible bubbles from its chest and back. The bubbles reduce the damage it would otherwise take when attacked.","656",,"https://images.pokemontcg.io/mcd21/22.png","https://images.pokemontcg.io/mcd21/22_hires.png","Legal",,"Legal","Colorless","1","","","","","","","Pound","Water","1","10","","Water Drip","Water, Colorless","2","20","","Grass","×2"
"mcd21-23","Popplio","Pokémon","70","Water","Brionne",,"23","Kouki Saitou",,"This Pokémon snorts body fluids from its nose, blowing balloons to smash into its foes. It's famous for being a hard worker.","728",,"https://images.pokemontcg.io/mcd21/23.png","https://images.pokemontcg.io/mcd21/23_hires.png","Legal",,"Legal","Colorless","1","","","","","","","Pound","Water","1","10","","Water Gun","Water, Colorless","2","20","","Grass","×2"
"mcd21-24","Sobble","Pokémon","60","Water","Drizzile",,"24","Mizue",,"When scared, this Pokémon cries. Its tears pack the chemical punch of 100 onions, and attackers won't be able to resist weeping.","816","D","https://images.pokemontcg.io/mcd21/24.png","https://images.pokemontcg.io/mcd21/24_hires.png","Legal",,"Legal","Colorless","1","","","","","","","Bind","Water, Colorless","2","20","Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed.","","","","","","Lightning","×2"
"mcd21-25","Pikachu","Pokémon","60","Lightning","Raichu",,"25","Sanosuke Sakuma",,"Its nature is to store up electricity. Forests where nests of Pikachu live are dangerous, since the trees are so often struck by lightning.","25",,"https://images.pokemontcg.io/mcd21/25.png","https://images.pokemontcg.io/mcd21/25_hires.png","Legal",,"Legal","Colorless","1","","","","","","","Meal Time","Lightning","1","","Flip a coin until you get tails. For each heads, draw a card.","Gnaw","Lightning, Colorless","2","20","","Fighting","×2"
